name,model,weight,threshold_lambda,oof_qwk,oof_lift_vs_step18b,oof_lift_vs_step25,test_l1,diff_vs_step25_public,diff_vs_step25_private,diff_vs_step25_total,forbidden_vs_step25,pub_dist,pri_dist,changed,improved,worsened,mean_delta_abs_error,risky_promotions,core_demotions,public_changed,private_changed,forbidden_changes,w_e5,w_scincl,w_specter,w_ridge,diff_vs_step36_public,diff_vs_step36_private,diff_vs_step36_total,diff_vs_step39_public,diff_vs_step39_private,diff_vs_step39_total,oof_lift_vs_step36,oof_lift_vs_step39,thresholds
step13retune_e50p35_scincl0p30_specter0p25_ridge0p10_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6605557630390684,0.00037942729375339823,-0.0007047953401645435,0.16904194227219152,21,16,37,1,"{1: 126, 2: 61, 3: 53, 4: 35, 5: 23}","{1: 137, 2: 65, 3: 44, 4: 28, 5: 24}",150,79,71,0.05333333333333334,32,27,22,20,0,0.35,0.3,0.25,0.1,20,14,34,16,15,31,-0.0015422223903543975,-0.0020303435704869255,"1.935342,2.524548,3.193492,4.014742"
step13retune_e50p50_scincl0p35_specter0p05_ridge0p10_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6605427134734988,0.00036637772818381986,-0.0007178449057341219,0.16568623757420495,14,16,30,0,"{1: 122, 2: 65, 3: 55, 4: 34, 5: 22}","{1: 139, 2: 62, 3: 47, 4: 27, 5: 23}",142,77,65,0.08450704225352113,27,26,19,18,0,0.5,0.35,0.05,0.1,13,14,27,13,13,26,-0.0015552719559239758,-0.002043393136056504,"1.931503,2.527127,3.206568,4.017119"
step13retune_e50p42_scincl0p38_specter0p15_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6605204222642924,0.0003440865189774378,-0.0007401361149405039,0.16568623757420492,11,16,27,1,"{1: 124, 2: 61, 3: 58, 4: 33, 5: 22}","{1: 139, 2: 64, 3: 44, 4: 29, 5: 22}",118,63,55,0.06779661016949153,12,26,12,18,0,0.42,0.38,0.15,0.05,10,14,24,10,13,23,-0.0015775631651303579,-0.002065684345262886,"1.924589,2.533047,3.224086,4.054100"
step13retune_e50p44_scincl0p36_specter0p15_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6604861191593536,0.0003097834140386446,-0.0007744392198792971,0.16568623757420492,6,13,19,0,"{1: 123, 2: 62, 3: 58, 4: 33, 5: 22}","{1: 139, 2: 64, 3: 43, 4: 30, 5: 22}",113,61,52,0.07964601769911504,10,25,11,15,0,0.44,0.36,0.15,0.05,7,11,18,7,10,17,-0.001611866270069151,-0.002099987450201679,"1.924037,2.532758,3.225402,4.050764"
step13retune_e50p44_scincl0p36_specter0p15_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6604861191593536,0.0003097834140386446,-0.0007744392198792971,0.16568623757420492,7,14,21,1,"{1: 124, 2: 61, 3: 58, 4: 33, 5: 22}","{1: 139, 2: 64, 3: 44, 4: 29, 5: 22}",113,61,52,0.07964601769911504,10,25,10,16,0,0.44,0.36,0.15,0.05,8,12,20,8,11,19,-0.001611866270069151,-0.002099987450201679,"1.924218,2.530413,3.227651,4.051977"
step13retune_e50p55_scincl0p25_specter0p15_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6604690233480481,0.00029268760273315486,-0.0007915350311847869,0.17575335166816466,8,14,22,0,"{1: 123, 2: 65, 3: 52, 4: 36, 5: 22}","{1: 138, 2: 65, 3: 43, 4: 30, 5: 22}",113,60,53,0.061946902654867256,15,23,13,16,0,0.55,0.25,0.15,0.05,9,16,25,7,15,22,-0.0016289620813746408,-0.002117083261507169,"1.923318,2.542103,3.227348,4.078138"
step13retune_e50p48_scincl0p35_specter0p12_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6604532988901046,0.0002769631447896437,-0.000807259489128298,0.16904194227219146,7,12,19,0,"{1: 122, 2: 64, 3: 56, 4: 34, 5: 22}","{1: 138, 2: 65, 3: 42, 4: 30, 5: 23}",110,59,51,0.07272727272727272,11,23,12,14,0,0.48,0.35,0.12,0.05,8,10,18,8,9,17,-0.001644686539318152,-0.00213280771945068,"1.923471,2.534193,3.226310,4.048983"
step13retune_e50p42_scincl0p38_specter0p15_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6604440758655803,0.000267740120265314,-0.0008164825136526277,0.1623305328762184,9,16,25,1,"{1: 125, 2: 59, 3: 59, 4: 33, 5: 22}","{1: 139, 2: 64, 3: 44, 4: 29, 5: 22}",118,63,55,0.06779661016949153,11,26,10,18,0,0.42,0.38,0.15,0.05,8,14,22,8,13,21,-0.0016539095638424817,-0.0021420307439750097,"1.925374,2.531835,3.223912,4.052542"
step13retune_e50p48_scincl0p32_specter0p15_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6603954521187964,0.00021911637348137614,-0.0008651062604365656,0.1723976469701781,8,13,21,0,"{1: 123, 2: 64, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 64, 3: 42, 4: 30, 5: 23}",104,54,50,0.038461538461538464,9,20,13,15,0,0.48,0.32,0.15,0.05,7,11,18,7,10,17,-0.0017025333106264195,-0.0021906544907589476,"1.925555,2.541625,3.221839,4.050224"
step13retune_e50p48_scincl0p32_specter0p15_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6603494090017357,0.00017307325642068605,-0.0009111493774972557,0.17239764697017806,8,12,20,0,"{1: 123, 2: 64, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 64, 3: 42, 4: 31, 5: 22}",103,54,49,0.04854368932038835,8,21,13,14,0,0.48,0.32,0.15,0.05,7,10,17,7,9,16,-0.0017485764276871096,-0.0022366976078196377,"1.925063,2.539706,3.221586,4.057653"
step13retune_e50p50_scincl0p30_specter0p15_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6603468742778618,0.0001705385325467823,-0.0009136841013711594,0.1723976469701781,9,10,19,0,"{1: 123, 2: 64, 3: 54, 4: 34, 5: 23}","{1: 137, 2: 66, 3: 42, 4: 29, 5: 24}",100,52,48,0.04,8,19,14,12,0,0.5,0.3,0.15,0.05,10,8,18,8,7,15,-0.0017511111515610134,-0.0022392323316935414,"1.924947,2.536680,3.222405,4.047643"
step13retune_e50p30_scincl0p30_specter0p30_ridge0p10_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6603401774901082,0.000163841744793225,-0.0009203808891247167,0.1723976469701781,22,21,43,1,"{1: 125, 2: 62, 3: 53, 4: 35, 5: 23}","{1: 140, 2: 63, 3: 42, 4: 29, 5: 24}",185,97,88,0.04864864864864865,41,34,23,23,0,0.3,0.3,0.3,0.1,21,19,40,17,20,37,-0.0017578079393145707,-0.0022459291194470987,"1.937573,2.522853,3.194870,4.006832"
step13retune_e50p45_scincl0p35_specter0p15_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6603336880507609,0.0001573523054458903,-0.0009268703284720514,0.16568623757420492,6,14,20,0,"{1: 123, 2: 62, 3: 58, 4: 33, 5: 22}","{1: 140, 2: 63, 3: 43, 4: 30, 5: 22}",110,59,51,0.07272727272727272,11,23,11,16,0,0.45,0.35,0.15,0.05,7,12,19,7,11,18,-0.0017642973786619054,-0.0022524185587944334,"1.923361,2.529850,3.223945,4.050328"
step13retune_e50p45_scincl0p35_specter0p15_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6603336880507609,0.0001573523054458903,-0.0009268703284720514,0.16568623757420492,6,14,20,0,"{1: 123, 2: 62, 3: 58, 4: 33, 5: 22}","{1: 140, 2: 63, 3: 43, 4: 30, 5: 22}",110,59,51,0.07272727272727272,11,23,11,16,0,0.45,0.35,0.15,0.05,7,12,19,7,11,18,-0.0017642973786619054,-0.0022524185587944334,"1.923361,2.529850,3.223945,4.050328"
step13retune_e50p45_scincl0p36_specter0p14_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6603336880507609,0.0001573523054458903,-0.0009268703284720514,0.16568623757420492,6,14,20,0,"{1: 123, 2: 62, 3: 58, 4: 33, 5: 22}","{1: 140, 2: 63, 3: 43, 4: 30, 5: 22}",112,59,53,0.05357142857142857,12,23,11,16,0,0.45,0.36,0.14,0.05,7,12,19,7,11,18,-0.0017642973786619054,-0.0022524185587944334,"1.923097,2.529620,3.227865,4.051332"
step13retune_e50p49_scincl0p31_specter0p15_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6603219697682925,0.00014563402297751438,-0.0009385886109404273,0.1723976469701781,9,11,20,0,"{1: 123, 2: 64, 3: 54, 4: 34, 5: 23}","{1: 138, 2: 65, 3: 42, 4: 29, 5: 24}",103,53,50,0.02912621359223301,10,19,14,13,0,0.49,0.31,0.15,0.05,8,9,17,8,8,16,-0.0017760156611302813,-0.0022641368412628093,"1.925413,2.536728,3.222072,4.042229"
step13retune_e50p55_scincl0p25_specter0p15_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6602983422777973,0.00012200653248228832,-0.0009622161014356534,0.17575335166816466,9,15,24,0,"{1: 123, 2: 65, 3: 52, 4: 35, 5: 23}","{1: 137, 2: 66, 3: 43, 4: 30, 5: 22}",112,59,53,0.05357142857142857,15,23,14,17,0,0.55,0.25,0.15,0.05,10,17,27,8,16,24,-0.0017996431516255074,-0.0022877643317580354,"1.920919,2.542051,3.226822,4.075327"
step13retune_e50p50_scincl0p32_specter0p13_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6602835605836748,0.00010722483835978736,-0.0009769977955581544,0.17239764697017806,8,11,19,0,"{1: 122, 2: 65, 3: 55, 4: 34, 5: 22}","{1: 138, 2: 65, 3: 42, 4: 31, 5: 22}",108,57,51,0.05555555555555555,8,21,13,13,0,0.5,0.32,0.13,0.05,9,9,18,9,8,17,-0.0018144248457480083,-0.0023025460258805364,"1.927829,2.539766,3.229946,4.061844"
step13retune_e50p50_scincl0p35_specter0p05_ridge0p10_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6602442184091255,6.788266381052566e-05,-0.001016339970107416,0.16568623757420495,14,16,30,0,"{1: 122, 2: 65, 3: 55, 4: 34, 5: 22}","{1: 139, 2: 62, 3: 47, 4: 27, 5: 23}",144,78,66,0.08333333333333333,26,26,19,18,0,0.5,0.35,0.05,0.1,13,14,27,13,13,26,-0.00185376702029727,-0.002341888200429798,"1.932758,2.530154,3.205194,4.018661"
step13retune_e50p46_scincl0p34_specter0p15_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.660234989705399,5.8653960083976386e-05,-0.0010255686738339653,0.16568623757420495,6,15,21,0,"{1: 123, 2: 62, 3: 58, 4: 33, 5: 22}","{1: 140, 2: 63, 3: 43, 4: 29, 5: 23}",108,57,51,0.05555555555555555,9,23,11,17,0,0.46,0.34,0.15,0.05,7,13,20,7,12,19,-0.0018629957240238193,-0.0023511169041563473,"1.925129,2.533880,3.226115,4.048697"
step13retune_e50p55_scincl0p30_specter0p05_ridge0p10_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6601864647047155,1.0128959400557136e-05,-0.0010740936745173846,0.1656862375742049,13,16,29,0,"{1: 121, 2: 67, 3: 53, 4: 35, 5: 22}","{1: 137, 2: 63, 3: 47, 4: 28, 5: 23}",142,74,68,0.04225352112676056,27,25,18,18,0,0.55,0.3,0.05,0.1,12,18,30,12,17,29,-0.0019115207247072385,-0.0023996419048397666,"1.933142,2.528709,3.209317,4.033832"
step13retune_e50p45_scincl0p38_specter0p12_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6601576071289231,-1.872861639184986e-05,-0.0011029512503097916,0.16568623757420492,8,13,21,0,"{1: 122, 2: 63, 3: 59, 4: 32, 5: 22}","{1: 140, 2: 63, 3: 42, 4: 31, 5: 22}",119,63,56,0.058823529411764705,14,24,13,15,0,0.45,0.38,0.12,0.05,9,11,20,9,10,19,-0.0019403783004996455,-0.0024284994806321736,"1.923228,2.527701,3.224353,4.055133"
step13retune_e50p48_scincl0p35_specter0p12_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6601350624596598,-4.127328565517452e-05,-0.0011254959195731162,0.1723976469701781,8,12,20,0,"{1: 122, 2: 65, 3: 55, 4: 34, 5: 22}","{1: 138, 2: 65, 3: 42, 4: 30, 5: 23}",111,59,52,0.06306306306306306,11,23,13,14,0,0.48,0.35,0.12,0.05,9,10,19,9,9,18,-0.00196292296976297,-0.0024510441498954982,"1.923182,2.535163,3.225598,4.049099"
step13retune_e50p30_scincl0p30_specter0p30_ridge0p10_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.660095813559312,-8.052218600296257e-05,-0.0011647448199209043,0.17239764697017812,22,22,44,1,"{1: 125, 2: 62, 3: 53, 4: 35, 5: 23}","{1: 140, 2: 63, 3: 42, 4: 28, 5: 25}",185,96,89,0.03783783783783784,44,33,23,24,0,0.3,0.3,0.3,0.1,21,20,41,17,21,38,-0.0020021718701107583,-0.0024902930502432863,"1.936847,2.520908,3.193240,4.003388"
step13retune_e50p50_scincl0p30_specter0p15_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6600577503501639,-0.0001185853951510829,-0.0012028080290690246,0.1723976469701781,7,11,18,0,"{1: 124, 2: 63, 3: 54, 4: 35, 5: 22}","{1: 137, 2: 66, 3: 42, 4: 30, 5: 23}",100,51,49,0.02,8,20,12,13,0,0.5,0.3,0.15,0.05,8,9,17,6,8,14,-0.0020402350792588786,-0.0025283562593914066,"1.926629,2.535837,3.222671,4.057330"
step13retune_e50p49_scincl0p31_specter0p15_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6600351379281466,-0.00014119781716837032,-0.001225420451086312,0.1723976469701781,8,12,20,0,"{1: 123, 2: 64, 3: 54, 4: 35, 5: 22}","{1: 138, 2: 65, 3: 42, 4: 30, 5: 23}",104,54,50,0.038461538461538464,8,20,13,14,0,0.49,0.31,0.15,0.05,7,10,17,7,9,16,-0.002062847501276166,-0.002550968681408694,"1.925908,2.538384,3.222909,4.056256"
step13retune_e50p45_scincl0p38_specter0p12_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6599908939710367,-0.00018544177427826103,-0.0012696644081962027,0.16568623757420492,8,12,20,0,"{1: 122, 2: 63, 3: 59, 4: 32, 5: 22}","{1: 139, 2: 64, 3: 42, 4: 31, 5: 22}",118,62,56,0.05084745762711865,14,24,13,14,0,0.45,0.38,0.12,0.05,9,10,19,9,9,18,-0.0021070914583860567,-0.0025952126385185847,"1.923175,2.527123,3.223306,4.048299"
step13retune_e50p50_scincl0p25_specter0p20_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6599640430467166,-0.00021229269859834865,-0.0012965153325162904,0.1723976469701781,8,12,20,0,"{1: 124, 2: 64, 3: 53, 4: 35, 5: 22}","{1: 139, 2: 63, 3: 45, 4: 28, 5: 23}",106,58,48,0.09433962264150944,9,21,13,14,0,0.5,0.25,0.2,0.05,9,10,19,7,9,16,-0.0021339423827061443,-0.0026220635628386724,"1.927424,2.534694,3.230170,4.067583"
step13retune_e50p50_scincl0p25_specter0p20_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6599217483893878,-0.00025458735592720494,-0.0013388099898451467,0.1723976469701781,8,12,20,0,"{1: 124, 2: 64, 3: 53, 4: 35, 5: 22}","{1: 139, 2: 63, 3: 45, 4: 28, 5: 23}",107,59,48,0.102803738317757,9,22,13,14,0,0.5,0.25,0.2,0.05,9,10,19,7,9,16,-0.0021762370400350006,-0.0026643582201675287,"1.927267,2.534750,3.228803,4.076395"
step13retune_e50p50_scincl0p30_specter0p12_ridge0p08_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6599156372052848,-0.0002606985400301909,-0.0013449211739481326,0.17239764697017812,10,12,22,0,"{1: 122, 2: 65, 3: 54, 4: 34, 5: 23}","{1: 137, 2: 66, 3: 43, 4: 29, 5: 23}",112,60,52,0.07142857142857142,13,17,15,14,0,0.5,0.3,0.12,0.08,9,10,19,9,9,18,-0.0021823482241379866,-0.0026704694042705146,"1.931346,2.532853,3.215001,4.029916"
step13retune_e50p50_scincl0p30_specter0p12_ridge0p08_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6599156372052848,-0.0002606985400301909,-0.0013449211739481326,0.17239764697017812,10,12,22,0,"{1: 122, 2: 65, 3: 54, 4: 34, 5: 23}","{1: 137, 2: 66, 3: 43, 4: 29, 5: 23}",112,60,52,0.07142857142857142,13,17,15,14,0,0.5,0.3,0.12,0.08,9,10,19,9,9,18,-0.0021823482241379866,-0.0026704694042705146,"1.931346,2.532853,3.215001,4.029916"
step13retune_e50p50_scincl0p25_specter0p25_ridge0p00_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6598108047461391,-0.0003655309991759115,-0.0014497536330938532,0.1824647610641378,11,16,27,0,"{1: 123, 2: 67, 3: 51, 4: 35, 5: 22}","{1: 142, 2: 61, 3: 42, 4: 30, 5: 23}",105,53,52,0.009523809523809525,9,24,16,16,0,0.5,0.25,0.25,0.0,12,14,26,10,13,23,-0.002287180683283707,-0.002775301863416235,"1.912654,2.541300,3.254197,4.098054"
step13retune_e50p50_scincl0p34_specter0p11_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6597549188419484,-0.00042141690336661153,-0.0015056395372845532,0.16904194227219146,7,12,19,0,"{1: 122, 2: 64, 3: 56, 4: 34, 5: 22}","{1: 138, 2: 65, 3: 42, 4: 30, 5: 23}",104,54,50,0.038461538461538464,9,22,12,14,0,0.5,0.34,0.11,0.05,8,10,18,8,9,17,-0.002343066587474407,-0.0028311877676069352,"1.924896,2.533562,3.221016,4.050603"
step13retune_e50p50_scincl0p34_specter0p11_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6597423826595055,-0.0004339530858095131,-0.0015181757197274548,0.17239764697017806,8,11,19,0,"{1: 122, 2: 65, 3: 55, 4: 34, 5: 22}","{1: 138, 2: 65, 3: 42, 4: 31, 5: 22}",111,58,53,0.04504504504504504,8,24,13,13,0,0.5,0.34,0.11,0.05,9,9,18,9,8,17,-0.0023556027699173088,-0.002843723950049837,"1.927353,2.540672,3.230351,4.059636"
step13retune_e50p45_scincl0p30_specter0p25_ridge0p00_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6596881295357481,-0.0004882062095669104,-0.0015724288434848521,0.17239764697017806,9,14,23,0,"{1: 124, 2: 63, 3: 55, 4: 33, 5: 23}","{1: 137, 2: 66, 3: 43, 4: 29, 5: 23}",106,55,51,0.03773584905660377,9,25,12,18,0,0.45,0.3,0.25,0.0,10,12,22,6,13,19,-0.002409855893674706,-0.002897977073807234,"1.910188,2.541808,3.248215,4.080736"
step13retune_e50p45_scincl0p30_specter0p25_ridge0p00_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6594745825300481,-0.000701753215266887,-0.0017859758491848288,0.17239764697017804,8,13,21,0,"{1: 124, 2: 63, 3: 55, 4: 34, 5: 22}","{1: 136, 2: 67, 3: 43, 4: 29, 5: 23}",106,55,51,0.03773584905660377,9,25,11,17,0,0.45,0.3,0.25,0.0,9,11,20,7,12,19,-0.0026234028993746827,-0.0031115240795072108,"1.909887,2.542879,3.247647,4.100017"
step13retune_e50p60_scincl0p30_specter0p10_ridge0p00_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6594596315787931,-0.0007167041665219198,-0.0018009268004398615,0.16568623757420495,8,10,18,0,"{1: 122, 2: 65, 3: 53, 4: 36, 5: 22}","{1: 135, 2: 66, 3: 44, 4: 31, 5: 22}",123,64,59,0.04065040650406504,18,30,11,12,0,0.6,0.3,0.1,0.0,9,12,21,9,11,20,-0.0026383538506297155,-0.0031264750307622435,"1.909305,2.542061,3.249458,4.113954"
step13retune_e50p60_scincl0p25_specter0p10_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6593709876654619,-0.0008053480798531076,-0.0018895707137710493,0.1723976469701781,12,15,27,0,"{1: 123, 2: 65, 3: 50, 4: 38, 5: 22}","{1: 136, 2: 66, 3: 44, 4: 30, 5: 22}",144,73,71,0.013888888888888888,23,31,15,17,0,0.6,0.25,0.1,0.05,13,17,30,11,16,27,-0.0027269977639609033,-0.0032151189440934314,"1.922881,2.540245,3.239883,4.086420"
step13retune_e50p50_scincl0p33_specter0p12_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6593505150483927,-0.0008258206969222748,-0.0019100433308402165,0.1723976469701781,9,12,21,0,"{1: 122, 2: 65, 3: 54, 4: 35, 5: 22}","{1: 138, 2: 65, 3: 42, 4: 30, 5: 23}",102,52,50,0.0196078431372549,9,21,14,14,0,0.5,0.33,0.12,0.05,8,10,18,8,9,17,-0.0027474703810300705,-0.0032355915611625985,"1.926885,2.537228,3.222560,4.050759"
step13retune_e50p50_scincl0p33_specter0p12_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6593505150483927,-0.0008258206969222748,-0.0019100433308402165,0.1723976469701781,9,12,21,0,"{1: 122, 2: 65, 3: 54, 4: 35, 5: 22}","{1: 138, 2: 65, 3: 42, 4: 30, 5: 23}",102,52,50,0.0196078431372549,9,21,14,14,0,0.5,0.33,0.12,0.05,8,10,18,8,9,17,-0.0027474703810300705,-0.0032355915611625985,"1.923608,2.535001,3.219322,4.048977"
step13retune_e50p50_scincl0p30_specter0p13_ridge0p07_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6593505150483927,-0.0008258206969222748,-0.0019100433308402165,0.17239764697017812,10,12,22,0,"{1: 122, 2: 65, 3: 54, 4: 34, 5: 23}","{1: 137, 2: 66, 3: 43, 4: 29, 5: 23}",108,56,52,0.037037037037037035,10,18,15,14,0,0.5,0.3,0.13,0.07,9,10,19,9,9,18,-0.0027474703810300705,-0.0032355915611625985,"1.929125,2.536291,3.219662,4.033609"
step13retune_e50p50_scincl0p30_specter0p13_ridge0p07_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6593505150483927,-0.0008258206969222748,-0.0019100433308402165,0.1757533516681647,10,13,23,0,"{1: 122, 2: 65, 3: 54, 4: 34, 5: 23}","{1: 137, 2: 67, 3: 42, 4: 29, 5: 23}",108,56,52,0.037037037037037035,10,18,15,15,0,0.5,0.3,0.13,0.07,9,11,20,9,10,19,-0.0027474703810300705,-0.0032355915611625985,"1.928984,2.536538,3.218573,4.043223"
step13retune_e50p55_scincl0p30_specter0p10_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6593505150483927,-0.0008258206969222748,-0.0019100433308402165,0.17239764697017806,10,12,22,0,"{1: 122, 2: 66, 3: 52, 4: 37, 5: 21}","{1: 138, 2: 64, 3: 45, 4: 29, 5: 22}",116,59,57,0.017241379310344827,14,25,15,14,0,0.55,0.3,0.1,0.05,9,12,21,9,11,20,-0.0027474703810300705,-0.0032355915611625985,"1.919506,2.539174,3.228294,4.072730"
step13retune_e50p55_scincl0p30_specter0p10_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6593505150483927,-0.0008258206969222748,-0.0019100433308402165,0.17239764697017806,10,12,22,0,"{1: 122, 2: 66, 3: 52, 4: 37, 5: 21}","{1: 138, 2: 64, 3: 45, 4: 29, 5: 22}",116,59,57,0.017241379310344827,14,25,15,14,0,0.55,0.3,0.1,0.05,9,12,21,9,11,20,-0.0027474703810300705,-0.0032355915611625985,"1.919506,2.539174,3.228294,4.072730"
step13retune_e50p50_scincl0p30_specter0p10_ridge0p10_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6592645386113754,-0.0009117971339396291,-0.001996019767857571,0.1757533516681647,10,16,26,0,"{1: 122, 2: 65, 3: 54, 4: 34, 5: 23}","{1: 137, 2: 67, 3: 43, 4: 28, 5: 23}",119,60,59,0.008403361344537815,17,18,15,18,0,0.5,0.3,0.1,0.1,9,14,23,9,13,22,-0.002833446818047425,-0.003321567998179953,"1.934120,2.532828,3.204032,4.009491"
step13retune_e50p50_scincl0p25_specter0p25_ridge0p00_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6591988160042306,-0.0009775197410843983,-0.00206174237500234,0.18246476106413786,10,16,26,0,"{1: 124, 2: 66, 3: 51, 4: 35, 5: 22}","{1: 142, 2: 61, 3: 42, 4: 30, 5: 23}",108,54,54,0.0,9,26,15,16,0,0.5,0.25,0.25,0.0,11,14,25,9,13,22,-0.002899169425192194,-0.003387290605324722,"1.913176,2.543420,3.253659,4.099957"
step13retune_e50p50_scincl0p35_specter0p15_ridge0p00_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6591561996703756,-0.0010201360749393373,-0.002104358708857279,0.1690419422721915,6,9,15,0,"{1: 123, 2: 63, 3: 56, 4: 34, 5: 22}","{1: 136, 2: 67, 3: 42, 4: 31, 5: 22}",95,49,46,0.031578947368421054,4,24,11,11,0,0.5,0.35,0.15,0.0,7,7,14,7,6,13,-0.002941785759047133,-0.003429906939179661,"1.912431,2.538756,3.248890,4.092689"
step13retune_e50p50_scincl0p30_specter0p14_ridge0p06_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6591415276343119,-0.0010348081110030938,-0.0021190307449210355,0.17239764697017812,10,11,21,0,"{1: 122, 2: 65, 3: 54, 4: 34, 5: 23}","{1: 137, 2: 66, 3: 42, 4: 30, 5: 23}",106,54,52,0.018867924528301886,9,19,15,13,0,0.5,0.3,0.14,0.06,9,9,18,9,8,17,-0.0029564577951108895,-0.0034445789752434175,"1.927446,2.538093,3.219977,4.038987"
step13retune_e50p50_scincl0p30_specter0p14_ridge0p06_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6591415276343119,-0.0010348081110030938,-0.0021190307449210355,0.17239764697017812,10,11,21,0,"{1: 122, 2: 65, 3: 54, 4: 34, 5: 23}","{1: 137, 2: 66, 3: 42, 4: 30, 5: 23}",106,54,52,0.018867924528301886,9,19,15,13,0,0.5,0.3,0.14,0.06,9,9,18,9,8,17,-0.0029564577951108895,-0.0034445789752434175,"1.927446,2.538093,3.219977,4.038987"
step13retune_e50p45_scincl0p40_specter0p10_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6591415276343119,-0.0010348081110030938,-0.0021190307449210355,0.16233053287621835,8,13,21,0,"{1: 122, 2: 63, 3: 59, 4: 32, 5: 22}","{1: 139, 2: 63, 3: 43, 4: 31, 5: 22}",124,64,60,0.03225806451612903,16,25,13,15,0,0.45,0.4,0.1,0.05,9,11,20,9,10,19,-0.0029564577951108895,-0.0034445789752434175,"1.921548,2.524644,3.225831,4.048287"
step13retune_e50p45_scincl0p40_specter0p10_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6591415276343119,-0.0010348081110030938,-0.0021190307449210355,0.16233053287621835,8,13,21,0,"{1: 122, 2: 63, 3: 59, 4: 32, 5: 22}","{1: 139, 2: 63, 3: 43, 4: 31, 5: 22}",124,64,60,0.03225806451612903,16,25,13,15,0,0.45,0.4,0.1,0.05,9,11,20,9,10,19,-0.0029564577951108895,-0.0034445789752434175,"1.921548,2.524644,3.225831,4.048287"
