doi_norm,crossref_found,crossref_error,crossref_title,crossref_publisher,crossref_type,crossref_subjects,crossref_subject_count,crossref_reference_count,crossref_is_referenced_by_count,crossref_license_count,crossref_has_abstract
10.1145/3661814.3662102,True,,A Syntax for Strictly Associative and Unital ∞-Categories,ACM,proceedings-article,,0,21,0,1,0
10.1145/3661814.3662103,True,,Pushdown Normal-Form Bisimulation: A Nominal Context-Free Approach to Program Equivalence,ACM,proceedings-article,,0,60,1,1,0
10.1145/3661814.3662105,True,,Initial Algebras Unchained - A Novel Initial Algebra Construction Formalized in Agda,ACM,proceedings-article,,0,26,0,1,0
10.1145/3661814.3662107,True,,A Characterisation Theorem for Two-Way Bisimulation-Invariant Monadic Least Fixpoint Logic Over Finite Structures,ACM,proceedings-article,,0,41,0,1,0
10.1145/3661814.3662108,True,,Combining fixpoint and differentiation theory,ACM,proceedings-article,,0,63,0,1,0
10.1145/3661814.3662109,True,,Contextual Equivalence for State and Control via Nested Data,ACM,proceedings-article,,0,24,0,1,0
10.1145/3661814.3662110,True,,An expressively complete local past propositional dynamic logic over Mazurkiewicz traces and its applications,ACM,proceedings-article,,0,21,3,1,0
10.1145/3661814.3662111,True,,Decidability of Quasi-Dense Modal Logics,ACM,proceedings-article,,0,16,0,1,0
10.1145/3661814.3662112,True,,On the Completeness of Interpolation Algorithms,ACM,proceedings-article,,0,28,0,1,0
10.1145/3661814.3662113,True,,Genericity Through Stratification,ACM,proceedings-article,,0,65,0,1,0
10.1145/3661814.3662114,True,,Uniformisation of Regular Relations in First-Order Logic with Two Variables,ACM,proceedings-article,,0,18,0,1,0
10.1145/3661814.3662115,True,,On symmetries of spheres in univalent foundations,ACM,proceedings-article,,0,34,0,1,0
10.1145/3661814.3662116,True,,On the Separability Problem of VASS Reachability Languages,ACM,proceedings-article,,0,30,0,1,0
10.1145/3661814.3662117,True,,First order distinguishability of sparse random graphs,ACM,proceedings-article,,0,23,0,1,0
10.1145/3661814.3662118,True,,Quantum advantage and CSP complexity,ACM,proceedings-article,,0,60,1,1,0
10.1145/3661814.3662119,True,,On the Decidability of Monadic Second-Order Logic with Arithmetic Predicates,ACM,proceedings-article,,0,37,2,1,0
10.1145/3661814.3662120,True,,Defining algorithmically presented structures in first order logic,ACM,proceedings-article,,0,71,1,1,0
10.1145/3661814.3662121,True,,Complete Game Logic with Sabotage,ACM,proceedings-article,,0,44,2,1,0
10.1145/3661814.3662122,True,,Bounding the Weisfeiler-Leman Dimension via a Depth Analysis of I/R-Trees,ACM,proceedings-article,,0,32,1,1,0
10.1145/3661814.3662123,True,,A Profunctorial Semantics for Quantum Supermaps,ACM,proceedings-article,,0,72,0,1,0
10.1145/3661814.3662124,True,,Decidability and Complexity of Decision Problems for Affine Continuous VASS,ACM,proceedings-article,,0,22,0,1,0
10.1145/3661814.3662125,True,,From Quantifier Depth to Quantifier Number: Separating Structures with k Variables,ACM,proceedings-article,,0,39,0,1,0
10.1145/3661814.3662126,True,,A Cartesian Closed Category for Random Variables,ACM,proceedings-article,,0,49,1,1,0
10.1145/3661814.3662127,True,,First order complexity of finite random structures,ACM,proceedings-article,,0,39,1,1,0
10.1145/3661814.3662128,True,,Relevant S is Undecidable,ACM,proceedings-article,,0,14,1,1,0
10.1145/3661814.3662130,True,,"Effectful semantics in bicategories: strong, commutative, and concurrent pseudomonads",ACM,proceedings-article,,0,84,3,1,0
10.1145/3661814.3662131,True,,Element-free probability distributions and random partitions,ACM,proceedings-article,,0,36,0,1,0
10.1145/3661814.3662132,True,,Equivalence and Conditional Independence in Atomic Sheaf Logic,ACM,proceedings-article,,0,27,5,1,0
10.1145/3661814.3662133,True,,Verifying Unboundedness via Amalgamation,ACM,proceedings-article,,0,68,4,1,0
10.1145/3661814.3662134,True,,Slice closures of indexed languages and word equations with counting constraints,ACM,proceedings-article,,0,76,2,1,0
10.1145/3661814.3662135,True,,A Nominal Approach to Probabilistic Separation Logic,ACM,proceedings-article,,0,51,8,1,0
10.1145/3661814.3662136,True,,Primitive Recursive Dependent Type Theory,ACM,proceedings-article,,0,35,0,1,0
10.1145/3661814.3662137,True,,No Go Theorems: Directed Containers That Do Not Distribute Over Distribution Monads,ACM,proceedings-article,,0,41,0,1,0
10.1145/3661814.3662138,True,,A proof theory of right-linear (ω-)grammars via cyclic proofs,ACM,proceedings-article,,0,48,1,1,0
10.1145/3661814.3662139,True,,Composing Codensity Bisimulations,ACM,proceedings-article,,0,37,3,1,0
10.1145/3728640,True,,Quantified Constraint Handling Rules,Association for Computing Machinery (ACM),journal-article,,0,52,1,0,1
10.1145/3734516,True,,Quantum Weakest Preconditions for Reasoning about Expected Runtimes of Quantum Programs,Association for Computing Machinery (ACM),journal-article,,0,46,1,0,1
10.1145/3779416,True,,An Abstract Fixed-Point Theorem for Horn Formula Equations,Association for Computing Machinery (ACM),journal-article,,0,65,0,0,1
10.1145/3793666,True,,Cyclic Implicit Complexity,Association for Computing Machinery (ACM),journal-article,,0,35,0,0,1
10.1609/aaai.v33i01.33012654,True,,Relaxing and Restraining Queries for OBDA,Association for the Advancement of Artificial Intelligence (AAAI),journal-article,,0,0,2,1,1
10.1609/aaai.v34i03.5672,True,,Structural Decompositions of Epistemic Logic Programs,Association for the Advancement of Artificial Intelligence (AAAI),journal-article,,0,0,5,1,1
10.1609/aaai.v37i5.25778,True,,Evaluating Epistemic Logic Programs via Answer Set Programming with Quantifiers,Association for the Advancement of Artificial Intelligence (AAAI),journal-article,,0,0,1,0,1
10.1609/aaai.v39i14.33628,True,,Situation Calculus Temporally Lifted Abstractions for Generalized Planning,Association for the Advancement of Artificial Intelligence (AAAI),journal-article,,0,0,0,0,1
10.1609/aaai.v40i48.42143,True,,"Flexible, Lifelong, Explainable, and Robust Solutions for Multi-Agent Path Finding Problems",Association for the Advancement of Artificial Intelligence (AAAI),journal-article,,0,0,0,0,1
10.1609/aaai.v40i48.42148,True,,Knowledge-Based Stable Roommates Problems,Association for the Advancement of Artificial Intelligence (AAAI),journal-article,,0,0,0,0,1
10.1613/jair.1.13530,True,,Admissibility in Probabilistic Argumentation,AI Access Foundation,journal-article,,0,0,1,0,1
10.1613/jair.1.17422,True,,Explainability via Short Formulas: the Case of Propositional Logic with Implementation,AI Access Foundation,journal-article,,0,0,1,0,1
10.1613/jair.1.18404,True,,Argumentative Reasoning in ASPIC+ under Incomplete Information,AI Access Foundation,journal-article,,0,0,1,0,1
10.1613/jair.5637,True,,Bisimulations on Data Graphs,AI Access Foundation,journal-article,,0,0,9,0,1
10.1615/plasmamed.2013006341,True,,On&amp;apos;mechanism&amp;apos;of&amp;apos;inactivation&amp;apos;of&amp;apos;bio-particles&amp;apos;by&amp;apos;the&amp;apos;plasma&amp;apos;exposure&amp;apos;and&amp;apos;evaluation&amp;apos;of&amp;apos;the&amp;apos;toxicity&amp;apos;using&amp;apos;single&amp;apos;DNA&amp;apos;molecules,Begell House,journal-article,,0,0,0,0,0
10.2139/ssrn.5385646,True,,Temporal Team Semantics Revisited,Elsevier BV,posted-content,,0,41,0,0,0
10.23638/lmcs-13(4:26)2017,True,,The Power of Arc Consistency for CSPs Defined by Partially-Ordered Forbidden Patterns,Centre pour la Communication Scientifique Directe (CCSD),journal-article,,0,0,0,3,1
10.23638/lmcs-15(3:16)2019,True,,Quantitative Automata under Probabilistic Semantics,Centre pour la Communication Scientifique Directe (CCSD),journal-article,,0,0,0,3,1
10.23638/lmcs-15(4:17)2019,True,,"Concurrency and Probability: Removing Confusion, Compositionally",Centre pour la Communication Scientifique Directe (CCSD),journal-article,,0,0,0,3,1
10.23638/lmcs-16(3:1)2020,True,,Playing with Repetitions in Data Words Using Energy Games,Centre pour la Communication Scientifique Directe (CCSD),journal-article,,0,0,0,3,1
10.23638/lmcs-17(2:8)2021,True,,Constructing Higher Inductive Types as Groupoid Quotients,Centre pour la Communication Scientifique Directe (CCSD),journal-article,,0,0,2,3,1
10.23919/fmcad.2018.8602996,True,,"Formal Design, Implementation and Verification of Blockchain Languages",IEEE,proceedings-article,,0,0,0,2,0
10.24963/kr.2020/10,True,,A Three-valued Approach to Strategic Abilities under Imperfect Information,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,5,0,1
10.24963/kr.2020/11,True,,Ordinal Polymatrix Games with Incomplete Information,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/13,True,,An Optimization Approach to Robust Goal Obfuscation,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,3,0,1
10.24963/kr.2020/14,True,,Explanatory Diagnosis of Discrete-Event Systems with Temporal Information and Smart Knowledge-Compilation,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2020/15,True,,Querying and Repairing Inconsistent Prioritized Knowledge Bases: Complexity Analysis and Links with Abstract Argumentation,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,10,0,1
10.24963/kr.2020/16,True,,High-level Programming via Generalized Planning and LTL Synthesis,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/18,True,,Simultaneous Representation of Knowledge and Belief for Epistemic Planning with Belief Revision,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,5,0,1
10.24963/kr.2020/19,True,,Spatial Reasoning about String Loops and Holes in Temporal ASP,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/2,True,,Reasoning with Contextual Knowledge and Influence Diagrams,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/20,True,,A Uniform Treatment of Aggregates and Constraints in Hybrid ASP,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,3,0,1
10.24963/kr.2020/22,True,,Rational Defeasible Belief Change,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/23,True,,Explanations for Negative Query Answers under Existential Rules,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,8,0,1
10.24963/kr.2020/24,True,,Revision by Conditionals: From Hook to Arrow,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2020/25,True,,Non-Monotonic Ontology-based Abstractions of Data Services,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,4,0,1
10.24963/kr.2020/26,True,,Dyadic Obligations over Complex Actions as Deontic Constraints in the Situation Calculus,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2020/27,True,,Reasoning about Measures of Unmeasurable Sets,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/28,True,,Lightweight Parallel Multi-Agent Epistemic Planning,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2020/29,True,,Fine-Grained Complexity of Temporal Problems,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/3,True,,Verifying Strategic Abilities of Neural-symbolic Multi-agent Systems,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,3,0,1
10.24963/kr.2020/30,True,,Nondeterministic Strategies and their Refinement in Strategy Logic,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/31,True,,Two-Stage Technique for LTLf Synthesis Under LTL Assumptions,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,3,0,1
10.24963/kr.2020/32,True,,Strategy Synthesis for Data-Aware Dynamic Systems with Multiple Actors,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,8,0,1
10.24963/kr.2020/33,True,,A Preference-Based Approach to Defeasible Deontic Inference,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2020/34,True,,Jokes and Belief Revision,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2020/35,True,,"Argumentation Semantics under a Claim-centric View: Properties, Expressiveness and Relation to SETAFs",International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,4,0,1
10.24963/kr.2020/36,True,,Token-based Execution Semantics for Multi-Agent Epistemic Planning,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/37,True,,On Sufficient and Necessary Conditions in Bounded CTL: A Forgetting Approach,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,3,0,1
10.24963/kr.2020/38,True,,Containment of Simple Conjunctive Regular Path Queries,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,8,0,1
10.24963/kr.2020/39,True,,Finite Controllability for Ontology-Mediated Query Answering of CRPQ,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2020/40,True,,Fixed-Parameter Tractability of Dependency QBF with Structural Parameters,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2020/41,True,,A Data Complexity and Rewritability Tetrachotomy of Ontology-Mediated Queries with a Covering Axiom,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2020/43,True,,On Finite Entailment of Non-Local Queries in Description Logics,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/44,True,,Datalog Rewritability and Data Complexity of ALCHOIF with Closed Predicates,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/45,True,,Multi-head Guarded Existential Rules Over Fixed Signatures,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2020/46,True,,Logics of Preference when There Is No Best,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/47,True,,Syntax Splitting for Iterated Contractions,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2020/5,True,,Answer Set Programming with Composed Predicate Names,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/50,True,,Reasoning with Inconsistent Knowledge using the Epistemic Approach to Probabilistic Argumentation,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/51,True,,Plausible Reasoning about EL-Ontologies using Concept Interpolation,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2020/52,True,,Logical Separability of Incomplete Data under Ontologies,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,5,0,1
10.24963/kr.2020/53,True,,On the Decidability of Expressive Description Logics with Transitive Closure and Regular Role Expressions,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/54,True,,SAT-Based ATL Satisfiability Checking,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,3,0,1
10.24963/kr.2020/55,True,,Reasoning About Plan Robustness Versus Plan Cost for Partially Informed Agents,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/56,True,,Syntax Splitting = Relevance + Independence: New Postulates for Nonmonotonic Reasoning From Conditional Belief Bases,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,26,0,1
10.24963/kr.2020/57,True,,Changing Beliefs about Domain Dynamics in the Situation Calculus,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/58,True,,Boolean Role Inclusions in DL-Lite With and Without Time,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2020/59,True,,Signature-Based Abduction for Expressive Description Logics,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,10,0,1
10.24963/kr.2020/6,True,,Symbolic Solutions for Symbolic Constraint Satisfaction Problems,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/60,True,,Computing Cores for Existential Rules with the Standard Chase and ASP,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2020/61,True,,An ExpTime Upper Bound for ALC with Integers,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,5,0,1
10.24963/kr.2020/62,True,,A First-Order Logic of Limited Belief Based on Possible Worlds,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,3,0,1
10.24963/kr.2020/63,True,,An Answer Set Programming Approach to Argumentative Reasoning in the ASPIC+ Framework,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,3,0,1
10.24963/kr.2020/64,True,,"Argument, I Choose You! Preferences and Ranking Semantics in Abstract Argumentation",International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2020/65,True,,On the Reversibility of Actions in Planning,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,6,0,1
10.24963/kr.2020/66,True,,Explainable Planning Using Answer Set Programming,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,7,0,1
10.24963/kr.2020/67,True,,Smallest Explanations and Diagnoses of Rejection in Abstract Argumentation,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,4,0,1
10.24963/kr.2020/68,True,,Towards a Logic of Meta-Analysis,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2020/69,True,,Bipolar Abstract Argumentation with Dual Attacks and Supports,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2020/7,True,,Stable and Supported Semantics in Continuous Vector Spaces,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,7,0,1
10.24963/kr.2020/70,True,,Choosing What to Believe - New Results in Selective Revision,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,3,0,1
10.24963/kr.2020/71,True,,Designing Participatory Budgeting Mechanisms Grounded in Judgment Aggregation,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,9,0,1
10.24963/kr.2020/72,True,,Modelling the Polysemy of Spatial Prepositions in Referring Expressions,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2020/73,True,,Independence and D-separation in Abstract Argumentation,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2020/74,True,,Concept Contraction in the Description Logic EL,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2020/75,True,,A Semantic Perspective on Omission Abstraction in ASP,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/76,True,,Non-Prioritized Iterated Revision: Improvement via Incremental Belief Merging,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,4,0,1
10.24963/kr.2020/77,True,,Seq2KG: An End-to-End Neural Model for Domain Agnostic Knowledge Graph (not Text Graph) Construction from Text,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,13,0,1
10.24963/kr.2020/78,True,,Knowledge-Preserving Certain Answers for SQL-like Queries,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2020/79,True,,DatalogMTL over the Integer Timeline,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,7,0,1
10.24963/kr.2020/81,True,,WOLED: A tool for Online Learning Weighted Answer Set Rules for Temporal Reasoning Under Uncertainty,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,5,0,1
10.24963/kr.2020/82,True,,µ-toksia: An Efficient Abstract Argumentation Reasoner,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,13,0,1
10.24963/kr.2020/83,True,,Argumentation as a Framework for Interactive Explanations for Recommendations,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,13,0,1
10.24963/kr.2020/85,True,,On the Approximability of Weighted Model Integration on DNF Structures,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2020/86,True,,On Tractable XAI Queries based on Compiled Representations,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,26,0,1
10.24963/kr.2020/87,True,,Ontology-guided Semantic Composition for Zero-shot Learning,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,10,0,1
10.24963/kr.2020/88,True,,Towards an Inductive Logic Programming Approach for Explaining Black-Box Preference Learning Systems,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,4,0,1
10.24963/kr.2020/89,True,,Temporal Logic Monitoring Rewards via Transducers,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,6,0,1
10.24963/kr.2020/90,True,,Neuro-Symbolic Probabilistic Argumentation Machines,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2020/91,True,,On Tractable Representations of Binary Neural Networks,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,27,0,1
10.24963/kr.2020/92,True,,Analyzing Differentiable Fuzzy Implications,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,10,0,1
10.24963/kr.2020/93,True,,Towards a Framework for Visual Intelligence in Service Robotics: Epistemic Requirements and Gap Analysis,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,3,0,1
10.24963/kr.2020/94,True,,Modeling Affordances and Functioning for Personalized Robotic Assistance,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,8,0,1
10.24963/kr.2021/10,True,,Correcting Hierarchical Plans by Action Deletion,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2021/11,True,,Choices and their Consequences - Explaining Acceptable Sets in Abstract Argumentation Frameworks,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,7,0,1
10.24963/kr.2021/12,True,,DEL-based Epistemic Planning for Human-Robot Collaboration: Theory and Implementation,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,12,0,1
10.24963/kr.2021/13,True,,Enforcing Sets of Formulas in Structured Argumentation,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,3,0,1
10.24963/kr.2021/14,True,,Capturing Homomorphism-Closed Decidable Queries with Existential Rules,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,4,0,1
10.24963/kr.2021/15,True,,On the Identifiability of Hierarchical Decision Models,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2021/16,True,,Parallelisable Existential Rules: a Story of Pieces,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2021/17,True,,Closed- and Open-world Reasoning in DL-Lite for Cloud Infrastructure Security,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2021/18,True,,On Eventual Applicability of Plans in Dynamic Environments with Cyclic Phenomena,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2021/19,True,,"An Account of Intensional and Extensional Actions, and its Application to Belief, Nondeterministic Actions and Fallible Sensors",International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2021/2,True,,Reasoning about Explanations for Non-validation in SHACL,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,9,0,1
10.24963/kr.2021/20,True,,A Compilation of Succinctness Results for Arithmetic Circuits,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2021/21,True,,The Nondeterministic Situation Calculus,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2021/22,True,,Timed Trace Alignment with Metric Temporal Logic over Finite Traces,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,6,0,1
10.24963/kr.2021/23,True,,Synthesis with Mandatory Stop Actions,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2021/24,True,,Beyond Simple Images: Human Knowledge-Guided GANs for Clinical Data Generation,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,5,0,1
10.24963/kr.2021/25,True,,Expressing and Exploiting the Common Subgoal Structure of Classical Planning Domains Using Sketches,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2021/26,True,,Treewidth-Aware Cycle Breaking for Algebraic Answer Set Counting,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,10,0,1
10.24963/kr.2021/28,True,,"Borda, Cancellation and Belief Merging",International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2021/29,True,,Reasoning over Attack-incomplete AAFs in the Presence of Correlations,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,3,0,1
10.24963/kr.2021/3,True,,Generalized Temporal Inference via Planning,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2021/30,True,,Rational Verification for Probabilistic Systems,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2021/31,True,,How to Approximate Ontology-Mediated Queries,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2021/32,True,,Approximation Fixpoint Theory for Non-Deterministic Operators and Its Application in Disjunctive Logic Programming,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2021/33,True,,Revision and Conditional Inference for Abstract Dialectical Frameworks,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2021/34,True,,On Efficiently Explaining Graph-Based Classifiers,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,16,0,1
10.24963/kr.2021/35,True,,Strategic Abilities of Asynchronous Agents: Semantic Side Effects and How to Tame Them,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2021/36,True,,Safe Learning of Lifted Action Models,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,3,0,1
10.24963/kr.2021/37,True,,Separating Data Examples by Description Logic Concepts with Restricted Signatures,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,5,0,1
10.24963/kr.2021/38,True,,Satisfiability Checking of Strategy Logic with Simple Goals,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,3,0,1
10.24963/kr.2021/39,True,,Formalizing Statistical Beliefs in Hypothesis Testing Using Program Logic,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2021/4,True,,Equivalence of Semantics in Argumentation,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2021/40,True,,Semi-Stable Semantics for Abstract Dialectical Frameworks,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,1,0,1
10.24963/kr.2021/41,True,,Unfounded Sets for Disjunctive Hybrid MKNF Knowledge Bases,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2021/42,True,,Diagnosis of Active Systems with Abstract Observations and Compiled Knowledge,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,0,0,1
10.24963/kr.2021/43,True,,Unsupervised Novelty Characterization in Physical Environments Using Qualitative Spatial Relations,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,2,0,1
10.24963/kr.2021/46,True,,Strategic Reasoning in Automated Mechanism Design,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0,0,4,0,1
