doi_norm,crossref_found,crossref_error,crossref_title,crossref_publisher,crossref_type,crossref_subjects,crossref_subject_count,crossref_reference_count,crossref_is_referenced_by_count,crossref_license_count,crossref_has_abstract
10.1007/978-1-4757-3452-2_14,True,,Syllogistic Tableaux,Springer New York,book-chapter,,0,0,0,2,0
10.1007/978-3-030-20528-7_1,True,,Train Scheduling with Hybrid ASP,Springer International Publishing,book-chapter,,0,17,20,1,0
10.1007/978-3-030-20528-7_11,True,,Founded World Views with Autoepistemic Equilibrium Logic,Springer International Publishing,book-chapter,,0,22,6,1,0
10.1007/978-3-030-20528-7_13,True,,"A Sequent-Type Calculus for Three-Valued Default Logic, Or: Tweety Meets Quartum Non Datur",Springer International Publishing,book-chapter,,0,37,1,1,0
10.1007/978-3-030-20528-7_15,True,,Repair-Based Degrees of Database Inconsistency,Springer International Publishing,book-chapter,,0,33,11,1,0
10.1007/978-3-030-20528-7_2,True,,Telco Network Inventory Validation with NoHR,Springer International Publishing,book-chapter,,0,22,2,1,0
10.1007/978-3-030-20528-7_20,True,,Verifying Strong Equivalence of Programs in the Input Language of gringo,Springer International Publishing,book-chapter,,0,11,15,1,0
10.1007/978-3-030-20528-7_21,True,,The Return of xorro,Springer International Publishing,book-chapter,,0,24,1,1,0
10.1007/978-3-030-20528-7_22,True,,Degrees of Laziness in Grounding,Springer International Publishing,book-chapter,,0,26,3,1,0
10.1007/978-3-030-20528-7_25,True,,Declarative Local Search for Predicate Logic,Springer International Publishing,book-chapter,,0,13,0,1,0
10.1007/978-3-030-20528-7_3,True,,An ASP-Based Framework for the Manipulation of Articulated Objects Using Dual-Arm Robots,Springer International Publishing,book-chapter,,0,32,2,1,0
10.1007/978-3-030-20528-7_4,True,,C-ASP: Continuous ASP-Based Reasoning over RDF Streams,Springer International Publishing,book-chapter,,0,9,6,1,0
10.1007/978-3-030-20528-7_5,True,,Internet Routing and Non-monotonic Reasoning,Springer International Publishing,book-chapter,,0,9,1,1,0
10.1007/978-3-030-20528-7_6,True,,Assessing Arguments with Schemes and Fallacies,Springer International Publishing,book-chapter,,0,34,1,1,0
10.1007/978-3-030-20528-7_8,True,,Argumentation-Based Explanations for Answer Sets Using ADF,Springer International Publishing,book-chapter,,0,15,1,1,0
10.1007/978-3-030-20528-7_9,True,,Treewidth and Counting Projected Answer Sets,Springer International Publishing,book-chapter,,0,21,4,1,0
10.1007/978-3-030-25540-4_10,True,,Security-Aware Synthesis Using Delayed-Action Games,Springer International Publishing,book-chapter,,0,30,3,1,0
10.1007/978-3-030-25540-4_11,True,,Automated Hypersafety Verification,Springer International Publishing,book-chapter,,0,28,35,1,0
10.1007/978-3-030-25540-4_12,True,,Automated Synthesis of Secure Platform Mappings,Springer International Publishing,book-chapter,,0,42,5,1,0
10.1007/978-3-030-25540-4_13,True,,Synthesizing Approximate Implementations for Unrealizable Specifications,Springer International Publishing,book-chapter,,0,14,2,1,0
10.1007/978-3-030-25540-4_14,True,,Quantified Invariants via Syntax-Guided Synthesis,Springer International Publishing,book-chapter,,0,36,41,1,0
10.1007/978-3-030-25540-4_16,True,,Membership-Based Synthesis of Linear Hybrid Automata,Springer International Publishing,book-chapter,,0,22,13,1,0
10.1007/978-3-030-25540-4_19,True,,BMC for Weak Memory Models: Relation Analysis for Compact SMT Encodings,Springer International Publishing,book-chapter,,0,29,47,1,0
10.1007/978-3-030-25540-4_21,True,,Extending nuXmv with Timed Transition Systems and Timed Temporal Properties,Springer International Publishing,book-chapter,,0,26,22,1,0
10.1007/978-3-030-25540-4_22,True,,Cerberus-BMC: A Principled Reference Semantics and Exploration Tool for Concurrent and Sequential C,Springer International Publishing,book-chapter,,0,38,9,1,0
10.1007/978-3-030-25540-4_23,True,,Multi-armed Bandits for Boolean Connectives in Hybrid System Falsification,Springer International Publishing,book-chapter,,0,38,22,1,0
10.1007/978-3-030-25540-4_24,True,,StreamLAB: Stream-based Monitoring of Cyber-Physical Systems,Springer International Publishing,book-chapter,,0,24,62,1,0
10.1007/978-3-030-25540-4_25,True,,VerifAI: A Toolkit for the Formal Design and Analysis of Artificial Intelligence-Based Systems,Springer International Publishing,book-chapter,,0,27,150,1,0
10.1007/978-3-030-25540-4_26,True,,The Marabou Framework for Verification and Analysis of Deep Neural Networks,Springer International Publishing,book-chapter,,0,24,348,1,0
10.1007/978-3-030-25540-4_27,True,,Probabilistic Bisimulation for Parameterized Systems,Springer International Publishing,book-chapter,,0,54,8,1,0
10.1007/978-3-030-25540-4_29,True,,PAC Statistical Model Checking for Markov Decision Processes and Stochastic Games,Springer International Publishing,book-chapter,,0,64,38,1,0
10.1007/978-3-030-25540-4_3,True,,Fast Algorithms for Handling Diagonal Constraints in Timed Automata,Springer International Publishing,book-chapter,,0,33,5,1,0
10.1007/978-3-030-25540-4_30,True,,Symbolic Monitoring Against Specifications Parametric in Time and Data,Springer International Publishing,book-chapter,,0,36,5,1,0
10.1007/978-3-030-25540-4_31,True,,STAMINA: STochastic Approximate Model-Checker for INfinite-State Analysis,Springer International Publishing,book-chapter,,0,24,12,1,0
10.1007/978-3-030-25540-4_33,True,,Robust Controller Synthesis in Timed Büchi Automata: A Symbolic Approach,Springer International Publishing,book-chapter,,0,28,2,1,0
10.1007/978-3-030-25540-4_34,True,,Flexible Computational Pipelines for Robust Abstraction-Based Control Synthesis,Springer International Publishing,book-chapter,,0,23,1,1,0
10.1007/978-3-030-25540-4_35,True,,Temporal Stream Logic: Synthesis Beyond the Bools,Springer International Publishing,book-chapter,,0,53,22,1,0
10.1007/978-3-030-25540-4_36,True,,Run-Time Optimization for Learned Controllers Through Quantitative Games,Springer International Publishing,book-chapter,,0,49,25,1,0
10.1007/978-3-030-25540-4_37,True,,Taming Delays in Dynamical Systems,Springer International Publishing,book-chapter,,0,47,8,1,0
10.1007/978-3-030-25540-4_4,True,,Safety and Co-safety Comparator Automata for Discounted-Sum Inclusion,Springer International Publishing,book-chapter,,0,40,1,1,0
10.1007/978-3-030-25540-4_5,True,,Clock Bound Repair for Timed Systems,Springer International Publishing,book-chapter,,0,31,10,1,0
10.1007/978-3-030-25540-4_6,True,,Verifying Asynchronous Interactions via Communicating Session Automata,Springer International Publishing,book-chapter,,0,68,26,1,0
10.1007/978-3-030-25540-4_7,True,,Verifying Hyperliveness,Springer International Publishing,book-chapter,,0,31,50,1,0
10.1007/978-3-030-25540-4_8,True,,Quantitative Mitigation of Timing Side Channels,Springer International Publishing,book-chapter,,0,49,13,1,0
10.1007/978-3-030-25543-5_10,True,,Icing: Supporting Fast-Math Style Optimizations in a Verified Compiler,Springer International Publishing,book-chapter,,0,41,1,1,0
10.1007/978-3-030-25543-5_11,True,,Sound Approximation of Programs with Elementary Functions,Springer International Publishing,book-chapter,,0,28,8,1,0
10.1007/978-3-030-25543-5_13,True,,SecCSL: Security Concurrent Separation Logic,Springer International Publishing,book-chapter,,0,50,20,1,0
10.1007/978-3-030-25543-5_15,True,,Verification of Threshold-Based Distributed Algorithms by Decomposition to Decidable Logics,Springer International Publishing,book-chapter,,0,44,24,1,0
10.1007/978-3-030-25543-5_17,True,,Checking Robustness Against Snapshot Isolation,Springer International Publishing,book-chapter,,0,24,14,1,0
10.1007/978-3-030-25543-5_18,True,,Efficient Verification of Network Fault Tolerance via Counterexample-Guided Refinement,Springer International Publishing,book-chapter,,0,25,10,1,0
10.1007/978-3-030-25543-5_19,True,,On the Complexity of Checking Consistency for Replicated Data Types,Springer International Publishing,book-chapter,,0,38,3,1,0
10.1007/978-3-030-25543-5_2,True,,High-Level Abstractions for Simplifying Extended String Constraints in SMT,Springer International Publishing,book-chapter,,0,25,11,1,0
10.1007/978-3-030-25543-5_22,True,,Verifying Asynchronous Event-Driven Programs Using Partial Abstract Transformers,Springer International Publishing,book-chapter,,0,29,4,1,0
10.1007/978-3-030-25543-5_23,True,,Inferring Inductive Invariants from Phase Structures,Springer International Publishing,book-chapter,,0,62,12,1,0
10.1007/978-3-030-25543-5_24,True,,Termination of Triangular Integer Loops is Decidable,Springer International Publishing,book-chapter,,0,15,14,1,0
10.1007/978-3-030-25543-5_25,True,,AliveInLean: A Verified LLVM Peephole Optimization Verifier,Springer International Publishing,book-chapter,,0,26,6,1,0
10.1007/978-3-030-25543-5_26,True,,Automated Parameterized Verification of CRDTs,Springer International Publishing,book-chapter,,0,24,10,1,0
10.1007/978-3-030-25543-5_28,True,,Integrating Formal Schedulability Analysis into a Verified OS Kernel,Springer International Publishing,book-chapter,,0,33,13,1,0
10.1007/978-3-030-25543-5_29,True,,Rely-Guarantee Reasoning About Concurrent Memory Management in Zephyr RTOS,Springer International Publishing,book-chapter,,0,23,9,1,0
10.1007/978-3-030-25543-5_3,True,,Alternating Automata Modulo First Order Theories,Springer International Publishing,book-chapter,,0,27,0,1,0
10.1007/978-3-030-25543-5_30,True,,Violat: Generating Tests of Observational Refinement for Concurrent Objects,Springer International Publishing,book-chapter,,0,49,8,1,0
10.1007/978-3-030-25543-5_4,True,,Q3B: An Efficient BDD-based SMT Solver for Quantified Bit-Vectors,Springer International Publishing,book-chapter,,0,25,5,1,0
10.1007/978-3-030-25543-5_5,True,,cvc4sy: Smart and Fast Term Enumeration for Syntax-Guided Synthesis,Springer International Publishing,book-chapter,,0,17,50,1,0
10.1007/978-3-030-25543-5_6,True,,Incremental Determinization for Quantifier Elimination and Functional Synthesis,Springer International Publishing,book-chapter,,0,38,8,1,0
10.1007/978-3-030-25543-5_7,True,,Loop Summarization with Rational Vector Addition Systems,Springer International Publishing,book-chapter,,0,24,23,1,0
10.1007/978-3-030-25543-5_8,True,,Invertibility Conditions for Floating-Point Formulas,Springer International Publishing,book-chapter,,0,33,4,1,0
10.1007/978-3-030-25543-5_9,True,,Numerically-Robust Inductive Proof Rules for Continuous Dynamical Systems,Springer International Publishing,book-chapter,,0,30,9,1,0
10.1007/978-3-030-28423-7_1,True,,"Trust, Resilience and Interpretability of AI Models",Springer International Publishing,book-chapter,,0,64,3,1,0
10.1007/978-3-030-28423-7_3,True,,An Evaluation of Monte-Carlo Tree Search for Property Falsification on Hybrid Flight Control Laws,Springer International Publishing,book-chapter,,0,16,6,1,0
10.1007/978-3-030-28423-7_4,True,,Rigorous Continuous Evolution of Uncertain Systems,Springer International Publishing,book-chapter,,0,23,0,1,0
10.1007/978-3-030-28423-7_5,True,,Stochastic Local Search for Solving Floating-Point Constraints,Springer International Publishing,book-chapter,,0,18,1,1,0
10.1007/978-3-030-28423-7_6,True,,Evaluating Branching Heuristics in Interval Constraint Propagation for Satisfiability,Springer International Publishing,book-chapter,,0,20,3,1,0
10.1007/978-3-030-28423-7_7,True,,Approximate Probabilistic Relations for Compositional Abstractions of Stochastic Systems,Springer International Publishing,book-chapter,,0,24,3,1,0
10.1007/978-3-030-28423-7_8,True,,Polytopic Trees for Verification of Learning-Based Controllers,Springer International Publishing,book-chapter,,0,38,1,1,0
10.1007/978-3-030-28423-7_9,True,,Mutant Accuracy Testing for Assessing the Implementation of Numerical Algorithms,Springer International Publishing,book-chapter,,0,15,0,1,0
10.1007/978-3-030-34621-8_8,True,,Sponges Resist Leakage: The Case of Authenticated Encryption,Springer International Publishing,book-chapter,,0,24,21,1,0
10.1007/978-3-030-37446-4_1,True,,A Practical Exercise on Re-engineering Clinical Guideline Models Using Different Representation Languages,Springer International Publishing,book-chapter,,0,18,1,1,0
10.1007/978-3-030-37446-4_11,True,,A Computational Framework for Interpretable Anomaly Detection and Classification of Multivariate Time Series with Application to Human Gait Data Analysis,Springer International Publishing,book-chapter,,0,33,8,1,0
10.1007/978-3-030-37446-4_12,True,,Self-organizing Maps Using Acoustic Features for Prediction of State Change in Bipolar Disorder,Springer International Publishing,book-chapter,,0,19,8,1,0
10.1007/978-3-030-37446-4_13,True,,Explainable Machine Learning for Modeling of Early Postoperative Mortality in Lung Cancer,Springer International Publishing,book-chapter,,0,14,3,1,0
10.1007/978-3-030-37446-4_2,True,,A Method for Goal-Oriented Guideline Modeling in PROforma and Its Preliminary Evaluation,Springer International Publishing,book-chapter,,0,12,4,1,0
10.1007/978-3-030-37446-4_3,True,,Differential Diagnosis of Bacterial and Viral Meningitis Using Dominance-Based Rough Set Approach,Springer International Publishing,book-chapter,,0,23,2,1,0
10.1007/978-3-030-37446-4_4,True,,Modelling ICU Patients to Improve Care Requirements and Outcome Prediction of Acute Respiratory Distress Syndrome: A Supervised Learning Approach,Springer International Publishing,book-chapter,,0,21,0,1,0
10.1007/978-3-030-37446-4_6,True,,Towards Understanding ICU Treatments Using Patient Health Trajectories,Springer International Publishing,book-chapter,,0,30,0,1,0
10.1007/978-3-030-37446-4_7,True,,An Explainable Approach of Inferring Potential Medication Effects from Social Media Data,Springer International Publishing,book-chapter,,0,16,1,1,0
10.1007/978-3-030-37446-4_8,True,,Exploring Antimicrobial Resistance Prediction Using Post-hoc Interpretable Methods,Springer International Publishing,book-chapter,,0,28,2,1,0
10.1007/978-3-030-37446-4_9,True,,Local vs. Global Interpretability of Machine Learning Models in Type 2 Diabetes Mellitus Screening,Springer International Publishing,book-chapter,,0,31,17,1,0
10.1007/978-3-030-53288-8_1,True,,NNV: The Neural Network Verification Tool for Deep Neural Networks and Learning-Enabled Cyber-Physical Systems,Springer International Publishing,book-chapter,,0,59,168,2,0
10.1007/978-3-030-53288-8_10,True,,Synthesis of Super-Optimized Smart Contracts Using Max-SMT,Springer International Publishing,book-chapter,,0,26,25,2,0
10.1007/978-3-030-53288-8_11,True,,Verification of Quantitative Hyperproperties Using Trace Enumeration Relations,Springer International Publishing,book-chapter,,0,57,5,2,0
10.1007/978-3-030-53288-8_12,True,,Validation of Abstract Side-Channel Models for Computer Architectures,Springer International Publishing,book-chapter,,0,48,15,2,0
10.1007/978-3-030-53288-8_13,True,,"Semantics, Specification, and Bounded Verification of Concurrent Libraries in Replicated Systems",Springer International Publishing,book-chapter,,0,42,4,2,0
10.1007/978-3-030-53288-8_15,True,,Parameterized Verification of Systems with Global Synchronization and Guards,Springer International Publishing,book-chapter,,0,56,8,2,0
10.1007/978-3-030-53288-8_16,True,,Hampa: Solver-Aided Recency-Aware Replication,Springer International Publishing,book-chapter,,0,59,5,2,0
10.1007/978-3-030-53288-8_17,True,,Root Causing Linearizability Violations,Springer International Publishing,book-chapter,,0,48,3,2,0
10.1007/978-3-030-53288-8_18,True,,Symbolic Partial-Order Execution for Testing Multi-Threaded Programs,Springer International Publishing,book-chapter,,0,50,12,2,0
10.1007/978-3-030-53288-8_19,True,,fault: A Python Embedded Domain-Specific Language for Metaprogramming Portable Hardware Verification Components,Springer International Publishing,book-chapter,,0,22,12,2,0
10.1007/978-3-030-53288-8_2,True,,Verification of Deep Convolutional Neural Networks Using ImageStars,Springer International Publishing,book-chapter,,0,51,89,2,0
10.1007/978-3-030-53288-8_20,True,,Nonlinear Craig Interpolant Generation,Springer International Publishing,book-chapter,,0,39,13,2,0
10.1007/978-3-030-53288-8_22,True,,"Tinted, Detached, and Lazy CNF-XOR Solving and Its Applications to Counting and Sampling",Springer International Publishing,book-chapter,,0,24,39,2,0
10.1007/978-3-030-53288-8_23,True,,Automated and Scalable Verification of Integer Multipliers,Springer International Publishing,book-chapter,,0,40,25,2,0
10.1007/978-3-030-53288-8_24,True,,Interpolation-Based Semantic Gate Extraction and Its Applications to QBF Preprocessing,Springer International Publishing,book-chapter,,0,52,10,2,0
10.1007/978-3-030-53288-8_25,True,,TarTar: A Timed Automata Repair Tool,Springer International Publishing,book-chapter,,0,18,7,2,0
10.1007/978-3-030-53288-8_26,True,,SAW: A Tool for Safety Analysis of Weakly-Hard Systems,Springer International Publishing,book-chapter,,0,32,14,2,0
10.1007/978-3-030-53288-8_27,True,,PIRK: Scalable Interval Reachability Analysis for High-Dimensional Nonlinear Systems,Springer International Publishing,book-chapter,,0,34,5,2,0
10.1007/978-3-030-53288-8_28,True,,AEON: Attractor Bifurcation Analysis of Parametrised Boolean Networks,Springer International Publishing,book-chapter,,0,40,22,2,0
10.1007/978-3-030-53288-8_29,True,,A Novel Approach for Solving the BMI Problem in Barrier Certificates Generation,Springer International Publishing,book-chapter,,0,36,6,2,0
10.1007/978-3-030-53288-8_30,True,,Reachability Analysis Using Message Passing over Tree Decompositions,Springer International Publishing,book-chapter,,0,40,5,2,0
10.1007/978-3-030-53288-8_32,True,,SeQuaiA: A Scalable Tool for Semi-Quantitative Analysis of Chemical Reaction Networks,Springer International Publishing,book-chapter,,0,35,4,2,0
10.1007/978-3-030-53288-8_4,True,,Improved Geometric Path Enumeration for Verifying ReLU Neural Networks,Springer International Publishing,book-chapter,,0,30,65,2,0
10.1007/978-3-030-53288-8_5,True,,Systematic Generation of Diverse Benchmarks for DNN Verification,Springer International Publishing,book-chapter,,0,64,8,2,0
10.1007/978-3-030-53288-8_6,True,,Formal Analysis and Redesign of a Neural Network-Based Aircraft Taxiing System with VerifAI,Springer International Publishing,book-chapter,,0,19,45,2,0
10.1007/978-3-030-53291-8_1,True,,Automata Tutor v3,Springer International Publishing,book-chapter,,0,18,15,2,0
10.1007/978-3-030-53291-8_10,True,,MetaVal: Witness Validation via Verification,Springer International Publishing,book-chapter,,0,41,28,2,0
10.1007/978-3-030-53291-8_12,True,,Ivy: A Multi-modal Verification Tool for Distributed Algorithms,Springer International Publishing,book-chapter,,0,31,35,2,0
10.1007/978-3-030-53291-8_13,True,,Reasoning over Permissions Regions in Concurrent Separation Logic,Springer International Publishing,book-chapter,,0,32,7,2,0
10.1007/978-3-030-53291-8_14,True,,Local Reasoning About the Presence of Bugs: Incorrectness Separation Logic,Springer International Publishing,book-chapter,,0,46,59,2,0
10.1007/978-3-030-53291-8_15,True,,Maximum Causal Entropy Specification Inference from Demonstrations,Springer International Publishing,book-chapter,,0,33,6,2,0
10.1007/978-3-030-53291-8_16,True,,Certifying Certainty and Uncertainty in Approximate Membership Query Structures,Springer International Publishing,book-chapter,,0,47,6,2,0
10.1007/978-3-030-53291-8_18,True,,Unbounded-Time Safety Verification of Stochastic Differential Dynamics,Springer International Publishing,book-chapter,,0,39,8,2,0
10.1007/978-3-030-53291-8_19,True,,Widest Paths and Global Propagation in Bounded Value Iteration for Stochastic Games,Springer International Publishing,book-chapter,,0,26,10,2,0
10.1007/978-3-030-53291-8_2,True,,Seminator 2 Can Complement Generalized Büchi Automata via Improved Semi-determinization,Springer International Publishing,book-chapter,,0,30,8,2,0
10.1007/978-3-030-53291-8_20,True,,Checking Qualitative Liveness Properties of Replicated Systems with Stochastic Scheduling,Springer International Publishing,book-chapter,,0,65,6,2,0
10.1007/978-3-030-53291-8_21,True,,Stochastic Games with Lexicographic Reachability-Safety Objectives,Springer International Publishing,book-chapter,,0,47,13,2,0
10.1007/978-3-030-53291-8_23,True,,STMC: Statistical Model Checker with Stratified and Antithetic Sampling,Springer International Publishing,book-chapter,,0,28,0,2,0
10.1007/978-3-030-53291-8_25,True,,"PRISM-games 3.0: Stochastic Game Verification with Concurrency, Equilibria and Time",Springer International Publishing,book-chapter,,0,35,51,2,0
10.1007/978-3-030-53291-8_27,True,,PrIC3: Property Directed Reachability for MDPs,Springer International Publishing,book-chapter,,0,57,13,2,0
10.1007/978-3-030-53291-8_29,True,,Synthesizing JIT Compilers for In-Kernel DSLs,Springer International Publishing,book-chapter,,0,42,18,2,0
10.1007/978-3-030-53291-8_3,True,,RTLola Cleared for Take-Off: Monitoring Autonomous Aircraft,Springer International Publishing,book-chapter,,0,23,35,2,0
10.1007/978-3-030-53291-8_30,True,,Program Synthesis Using Deduction-Guided Reinforcement Learning,Springer International Publishing,book-chapter,,0,57,23,2,0
10.1007/978-3-030-53291-8_31,True,,Manthan: A Data-Driven Approach for Boolean Function Synthesis,Springer International Publishing,book-chapter,,0,46,25,2,0
10.1007/978-3-030-53291-8_32,True,,Decidable Synthesis of Programs with Uninterpreted Functions,Springer International Publishing,book-chapter,,0,56,8,2,0
10.1007/978-3-030-53291-8_33,True,,Must Fault Localization for Program Repair,Springer International Publishing,book-chapter,,0,47,10,2,0
10.1007/978-3-030-53291-8_5,True,,AdamMC: A Model Checker for Petri Nets with Transits against Flow-LTL,Springer International Publishing,book-chapter,,0,32,8,2,0
10.1007/978-3-030-53291-8_6,True,,"Action-Based Model Checking: Logic, Automata, and Reduction",Springer International Publishing,book-chapter,,0,37,4,2,0
10.1007/978-3-030-53291-8_8,True,,Towards Model Checking Real-World Software-Defined Networks,Springer International Publishing,book-chapter,,0,51,4,2,0
10.1007/978-3-030-53291-8_9,True,,Code2Inv: A Deep Learning Framework for Program Verification,Springer International Publishing,book-chapter,,0,38,28,2,0
10.1007/978-3-030-81685-8_10,True,,Scalable Polyhedral Verification of Recurrent Neural Networks,Springer International Publishing,book-chapter,,0,47,30,2,1
10.1007/978-3-030-81685-8_11,True,,Verisig 2.0: Verification of Neural Network Controllers Using Taylor Model Preconditioning,Springer International Publishing,book-chapter,,0,33,51,2,1
10.1007/978-3-030-81685-8_12,True,,Robustness Verification of Semantic Segmentation Neural Networks Using Relaxed Reachability,Springer International Publishing,book-chapter,,0,47,31,2,1
10.1007/978-3-030-81685-8_13,True,,PEREGRiNN: Penalized-Relaxation Greedy Neural Network Verifier,Springer International Publishing,book-chapter,,0,35,16,2,1
10.1007/978-3-030-81685-8_16,True,,Stateless Model Checking Under a Reads-Value-From Equivalence,Springer International Publishing,book-chapter,,0,33,23,2,1
10.1007/978-3-030-81685-8_18,True,,Delay-Bounded Scheduling Without Delay!,Springer International Publishing,book-chapter,,0,20,1,2,1
10.1007/978-3-030-81685-8_19,True,,"Checking Data-Race Freedom of GPU Kernels, Compositionally",Springer International Publishing,book-chapter,,0,39,14,2,1
10.1007/978-3-030-81685-8_2,True,,Balancing Automation and Control for Formal Verification of Microprocessors,Springer International Publishing,book-chapter,,0,44,5,2,1
10.1007/978-3-030-81685-8_20,True,,GenMC: A Model Checker for Weak Memory Models,Springer International Publishing,book-chapter,,0,43,44,2,1
10.1007/978-3-030-81685-8_21,True,,Synthesizing Invariant Barrier Certificates via Difference-of-Convex Programming,Springer International Publishing,book-chapter,,0,63,11,2,1
10.1007/978-3-030-81685-8_22,True,,An Iterative Scheme of Safe Reinforcement Learning for Nonlinear Systems via Barrier Certificate Generation,Springer International Publishing,book-chapter,,0,41,10,2,1
10.1007/978-3-030-81685-8_24,True,,Computing Bottom SCCs Symbolically Using Transition Guided Reduction,Springer International Publishing,book-chapter,,0,62,9,2,1
10.1007/978-3-030-81685-8_25,True,,Implicit Semi-Algebraic Abstraction for Polynomial Dynamical Systems,Springer International Publishing,book-chapter,,0,38,3,2,1
10.1007/978-3-030-81685-8_26,True,,IMITATOR 3: Synthesis of Timing Parameters Beyond Decidability,Springer International Publishing,book-chapter,,0,47,27,2,1
10.1007/978-3-030-81685-8_27,True,,Formally Verified Switching Logic for Recoverability of Aircraft Controller,Springer International Publishing,book-chapter,,0,42,1,2,1
10.1007/978-3-030-81685-8_29,True,,Effective Hybrid System Falsification Using Monte Carlo Tree Search Guided by QB-Robustness,Springer International Publishing,book-chapter,,0,42,30,2,1
10.1007/978-3-030-81685-8_30,True,,Fast Zone-Based Algorithms for Reachability in Pushdown Timed Automata,Springer International Publishing,book-chapter,,0,24,4,2,1
10.1007/978-3-030-81685-8_31,True,,Verified Cryptographic Code for Everybody,Springer International Publishing,book-chapter,,0,23,6,2,1
10.1007/978-3-030-81685-8_32,True,,"Not All Bugs Are Created Equal, But Robust Reachability Can Tell the Difference",Springer International Publishing,book-chapter,,0,48,9,2,1
10.1007/978-3-030-81685-8_33,True,,A Temporal Logic for Asynchronous Hyperproperties,Springer International Publishing,book-chapter,,0,28,35,2,1
10.1007/978-3-030-81685-8_34,True,,Product Programs in the Wild: Retrofitting Program Verifiers to Check Information Flow Security,Springer International Publishing,book-chapter,,0,49,6,2,1
10.1007/978-3-030-81685-8_36,True,,Pre-deployment Security Assessment for Cloud Services Through Semantic Reasoning,Springer International Publishing,book-chapter,,0,39,12,2,1
10.1007/978-3-030-81685-8_37,True,,Synthesis with Asymptotic Resource Bounds,Springer International Publishing,book-chapter,,0,20,5,2,1
10.1007/978-3-030-81685-8_38,True,,Program Sketching by Automatically Generating Mocks from Tests,Springer International Publishing,book-chapter,,0,31,3,2,1
10.1007/978-3-030-81685-8_39,True,,Counterexample-Guided Partial Bounding for Recursive Function Synthesis,Springer International Publishing,book-chapter,,0,37,13,2,1
10.1007/978-3-030-81685-8_40,True,,PAYNT: A Tool for Inductive Synthesis of Probabilistic Programs,Springer International Publishing,book-chapter,,0,49,17,2,1
10.1007/978-3-030-81685-8_41,True,,Adapting Behaviors via Reactive Synthesis,Springer International Publishing,book-chapter,,0,41,4,2,1
10.1007/978-3-030-81685-8_5,True,,"Deductive Synthesis of Programs with Pointers: Techniques, Challenges, Opportunities",Springer International Publishing,book-chapter,,0,96,5,2,1
10.1007/978-3-030-81685-8_6,True,,DNNV: A Framework for Deep Neural Network Verification,Springer International Publishing,book-chapter,,0,36,32,2,1
10.1007/978-3-030-81685-8_7,True,,Robustness Verification of Quantum Classifiers,Springer International Publishing,book-chapter,,0,41,34,2,1
10.1007/978-3-030-81685-8_8,True,,BDD4BNN: A BDD-Based Quantitative Analysis Framework for Binarized Neural Networks,Springer International Publishing,book-chapter,,0,71,25,2,1
10.1007/978-3-030-81685-8_9,True,,Automated Safety Verification of Programs Invoking Neural Networks,Springer International Publishing,book-chapter,,0,70,9,2,1
10.1007/978-3-030-81688-9_10,True,,Efficient SMT-Based Analysis of Failure Propagation,Springer International Publishing,book-chapter,,0,19,4,2,1
10.1007/978-3-030-81688-9_11,True,,ddSMT 2.0: Better Delta Debugging for the SMT-LIBv2 Language and Friends,Springer International Publishing,book-chapter,,0,24,17,2,1
10.1007/978-3-030-81688-9_12,True,,Learning Union of Integer Hypercubes with Queries,Springer International Publishing,book-chapter,,0,29,1,2,1
10.1007/978-3-030-81688-9_13,True,,Interpolation and Model Checking for Nonlinear Arithmetic,Springer International Publishing,book-chapter,,0,42,4,2,1
10.1007/978-3-030-81688-9_14,True,,An SMT Solver for Regular Expressions and Linear Arithmetic over String Length,Springer International Publishing,book-chapter,,0,42,33,2,1
10.1007/978-3-030-81688-9_16,True,,Sound Verification Procedures for Temporal Properties of Infinite-State Systems,Springer International Publishing,book-chapter,,0,27,4,2,1
10.1007/978-3-030-81688-9_17,True,,Progress in Certifying Hardware Model Checking Results,Springer International Publishing,book-chapter,,0,37,12,2,1
10.1007/978-3-030-81688-9_18,True,,Model-Checking Structured Context-Free Languages,Springer International Publishing,book-chapter,,0,55,6,2,1
10.1007/978-3-030-81688-9_2,True,,Ghost Signals: Verifying Termination of Busy Waiting,Springer International Publishing,book-chapter,,0,33,2,2,1
10.1007/978-3-030-81688-9_20,True,,AIGEN: Random Generation of Symbolic Transition Systems,Springer International Publishing,book-chapter,,0,16,4,2,1
10.1007/978-3-030-81688-9_21,True,,GPU Acceleration of Bounded Model Checking with ParaFROST,Springer International Publishing,book-chapter,,0,42,10,2,1
10.1007/978-3-030-81688-9_22,True,,Pono: A Flexible and Extensible SMT-Based Model Checker,Springer International Publishing,book-chapter,,0,73,33,2,1
10.1007/978-3-030-81688-9_23,True,,Towards a Trustworthy Semantics-Based Language Framework via Proof Generation,Springer International Publishing,book-chapter,,0,26,17,2,1
10.1007/978-3-030-81688-9_24,True,,Foundations of Fine-Grained Explainability,Springer International Publishing,book-chapter,,0,51,2,2,1
10.1007/978-3-030-81688-9_25,True,,Latticed k-Induction with an Application to Probabilistic Programs,Springer International Publishing,book-chapter,,0,68,19,2,1
10.1007/978-3-030-81688-9_26,True,,Runtime Monitors for Markov Decision Processes,Springer International Publishing,book-chapter,,0,59,19,2,1
