doi_norm,openalex_found,openalex_error,openalex_id,openalex_title,openalex_year,cited_by_count,referenced_works_count,fwci,is_retracted
10.1007/978-3-319-63387-9_25,True,,https://openalex.org/W2735225819,GPUDrano: Detecting Uncoalesced Accesses in GPU Programs,2017.0,14.0,23.0,2.6493,False
10.1007/978-3-319-63387-9_27,True,,https://openalex.org/W2736012496,Starling: Lightweight Concurrency Verification with Views,2017.0,14.0,31.0,2.2501,False
10.1007/978-3-319-63387-9_28,True,,https://openalex.org/W2736259393,Compositional Model Checking with Incremental Counter-Example Construction,2017.0,2.0,51.0,1.0633,False
10.1007/978-3-319-63387-9_29,True,,https://openalex.org/W2734345188,Pithya: A Parallel Tool for Parameter Synthesis of Piecewise Multi-affine Dynamical Systems,2017.0,8.0,32.0,3.6199,False
10.1007/978-3-319-63387-9_4,True,,https://openalex.org/W2736255687,Maximum Satisfiability in Software Analysis: Applications and Techniques,2017.0,12.0,77.0,3.1874,False
10.1007/978-3-319-63387-9_5,True,,https://openalex.org/W2594877703,Reluplex: An Efficient SMT Solver for Verifying Deep Neural Networks,2017.0,1639.0,38.0,178.6217,False
10.1007/978-3-319-63387-9_6,True,,https://openalex.org/W2611392580,Automated Recurrence Analysis for Almost-Linear Expected-Runtime Bounds,2017.0,7.0,54.0,3.709,False
10.1007/978-3-319-63387-9_8,True,,https://openalex.org/W2735021239,Ensuring the Reliability of Your Model Checker: Interval Iteration for Markov Decision Processes,2017.0,68.0,32.0,15.4056,False
10.1007/978-3-319-63390-9_1,True,,https://openalex.org/W2302430074,Verified Compilation of Space-Efficient Reversible Circuits,2017.0,46.0,59.0,5.9333,False
10.1007/978-3-319-63390-9_10,True,,https://openalex.org/W2611485926,Minimization of Symbolic Transducers,2017.0,3.0,41.0,0.8477,False
10.1007/978-3-319-63390-9_11,True,,https://openalex.org/W2610925731,Abstract Interpretation with Unfoldings,2017.0,13.0,27.0,4.9415,False
10.1007/978-3-319-63390-9_12,True,,https://openalex.org/W2735459691,Cutoff Bounds for Consensus Algorithms,2017.0,38.0,56.0,9.5631,False
10.1007/978-3-319-63390-9_15,True,,https://openalex.org/W2734461124,Verifying Equivalence of Spark Programs,2017.0,18.0,32.0,3.6735,False
10.1007/978-3-319-63390-9_16,True,,https://openalex.org/W2735148652,Synchronization Synthesis for Network Programs,2017.0,16.0,42.0,3.3752,False
10.1007/978-3-319-63390-9_17,True,,https://openalex.org/W2734817039,BoSy: An Experimentation Framework for Bounded Synthesis,2017.0,64.0,28.0,17.001,False
10.1007/978-3-319-63390-9_2,True,,https://openalex.org/W2761823169,Ascertaining Uncertainty for Efficient Exact Cache Analysis,2017.0,17.0,22.0,5.2985,False
10.1007/978-3-319-63390-9_20,True,,https://openalex.org/W2735699069,Syntax-Guided Optimal Synthesis for Chemical Reaction Networks,2017.0,24.0,66.0,6.7894,False
10.1007/978-3-319-63390-9_21,True,,https://openalex.org/W2735407609,Model Counting for Recursively-Defined Strings,2017.0,20.0,29.0,6.4239,False
10.1007/978-3-319-63390-9_22,True,,https://openalex.org/W2638593226,A Three-Tier Strategy for Reasoning About Floating-Point Numbers in SMT,2017.0,9.0,16.0,2.67,False
10.1007/978-3-319-63390-9_23,True,,https://openalex.org/W2735087338,A Correct-by-Decision Solution for Simultaneous Place and Route,2017.0,3.0,22.0,0.9883,False
10.1007/978-3-319-63390-9_24,True,,https://openalex.org/W2736027423,Scaling Up DPLL(T) String Solvers Using Context-Dependent Simplification,2017.0,40.0,31.0,7.2735,False
10.1007/978-3-319-63390-9_25,True,,https://openalex.org/W2734351583,On Expansion and Resolution in CEGAR Based QBF Solving,2017.0,20.0,29.0,8.5439,False
10.1007/978-3-319-63390-9_27,True,,https://openalex.org/W2736040965,Finding Fix Locations for CFL-Reachability Analyses via Minimum Cuts,2017.0,3.0,24.0,0.9872,False
10.1007/978-3-319-63390-9_28,True,,https://openalex.org/W2592567368,Proving Linearizability Using Forward Simulations,2017.0,27.0,31.0,7.2927,False
10.1007/978-3-319-63390-9_29,True,,https://openalex.org/W2734723004,"EAHyper: Satisfiability, Implication, and Equivalence Checking of Hyperproperties",2017.0,45.0,18.0,7.3548,False
10.1007/978-3-319-63390-9_30,True,,https://openalex.org/W2545358040,Automating Induction for Solving Horn Clauses,2017.0,47.0,72.0,5.3702,False
10.1007/978-3-319-63390-9_31,True,,https://openalex.org/W2593267253,A Storm is Coming: A Modern Probabilistic Model Checker,2017.0,400.0,43.0,98.276,False
10.1007/978-3-319-63390-9_4,True,,https://openalex.org/W2735409225,Automated Resource Analysis with Coq Proof Objects,2017.0,45.0,35.0,12.1652,False
10.1007/978-3-319-63390-9_5,True,,https://openalex.org/W2735416437,Look for the Proof to Find the Program: Decorated-Component-Based Program Synthesis,2017.0,9.0,37.0,2.3395,False
10.1007/978-3-319-63390-9_6,True,,https://openalex.org/W2735921621,E-QED: Electrical Bug Localization During Post-silicon Validation Enabled by Quick Error Detection and Formal Methods,2017.0,11.0,48.0,3.709,False
10.1007/978-3-319-63390-9_7,True,,https://openalex.org/W2735882127,SMTCoq: A Plug-In for Integrating SMT Solvers into Coq,2017.0,68.0,16.0,6.2159,False
10.1007/978-3-319-63390-9_8,True,,https://openalex.org/W2613278554,Efficient Parallel Strategy Improvement for Parity Games,2017.0,10.0,34.0,1.978,False
10.1007/978-3-319-63390-9_9,True,,https://openalex.org/W2734934908,Model-Checking Linear-Time Properties of Parametrized Asynchronous Shared-Memory Pushdown Systems,2017.0,12.0,40.0,2.2501,False
10.1007/978-3-319-63501-9_1,True,,https://openalex.org/W2735412729,Verified Computations Using Taylor Models and Their Applications,2017.0,14.0,9.0,4.272,False
10.1007/978-3-319-63501-9_2,True,,https://openalex.org/W2735656501,Introduction to the IEEE 1788-2015 Standard for Interval Arithmetic,2017.0,20.0,17.0,6.3754,False
10.1007/978-3-319-63501-9_3,True,,https://openalex.org/W2698432643,Formal Correctness of Comparison Algorithms Between Binary64 and Decimal64 Floating-Point Numbers,2017.0,1.0,7.0,0.534,False
10.1007/978-3-319-63501-9_4,True,,https://openalex.org/W2735413273,Sound Numerical Computations in Abstract Acceleration,2017.0,3.0,32.0,0.5313,False
10.1007/978-3-319-63501-9_5,True,,https://openalex.org/W2734471494,Studying the Numerical Quality of an Industrial Computing Code: A Case Study on Code_aster,2017.0,12.0,17.0,2.6564,False
10.1007/978-3-319-63501-9_6,True,,https://openalex.org/W2736118586,Challenges and Tool Implementation of Hybrid Rapidly-Exploring Random Trees,2017.0,3.0,14.0,0.534,False
10.1007/978-3-319-63501-9_7,True,,https://openalex.org/W2734983914,Rigorous Reachability Analysis and Domain Decomposition of Taylor Models,2017.0,9.0,26.0,2.67,False
10.1007/978-3-319-63501-9_8,True,,https://openalex.org/W2734868194,A Study of Model-Order Reduction Techniques for Verification,2017.0,8.0,25.0,2.67,False
10.1007/978-3-319-96142-2_1,True,,https://openalex.org/W2883188895,Let this Graph Be Your Witness!,2018.0,4.0,14.0,0.8343,False
10.1007/978-3-319-96142-2_11,True,,https://openalex.org/W2884937557,Lazy Self-composition for Security Verification,2018.0,19.0,40.0,2.4436,False
10.1007/978-3-319-96142-2_12,True,,https://openalex.org/W2883707793,SCInfer: Refinement-Based Verification of Software Countermeasures Against Side-Channel Attacks,2018.0,37.0,52.0,6.2446,False
10.1007/978-3-319-96142-2_13,True,,https://openalex.org/W2795914725,Symbolic Algorithms for Graphs and Markov Decision Processes with Fairness Objectives,2018.0,0.0,30.0,0.0,False
10.1007/978-3-319-96142-2_14,True,,https://openalex.org/W2796106051,Attracting Tangles to Solve Parity Games,2018.0,19.0,29.0,3.4637,False
10.1007/978-3-319-96142-2_15,True,,https://openalex.org/W2883422753,Delta-Decision Procedures for Exists-Forall Problems over the Reals,2018.0,18.0,30.0,6.4163,False
10.1007/978-3-319-96142-2_17,True,,https://openalex.org/W2883980996,Understanding and Extending Incremental Determinization for 2QBF,2018.0,23.0,39.0,7.6162,False
10.1007/978-3-319-96142-2_19,True,,https://openalex.org/W2787404413,Model Generation for Quantified Formulas: A Taint-Based Approach,2018.0,1.0,35.0,0.4178,False
10.1007/978-3-319-96142-2_2,True,,https://openalex.org/W2883903648,MaxSMT-Based Type Inference for Python 3,2018.0,42.0,19.0,7.4547,False
10.1007/978-3-319-96142-2_20,True,,https://openalex.org/W2884199446,Partial Order Aware Concurrency Sampling,2018.0,22.0,34.0,1.9005,False
10.1007/978-3-319-96142-2_21,True,,https://openalex.org/W2797969208,Reasoning About TSO Programs Using Reduction and Abstraction,2018.0,0.0,22.0,0.0,False
10.1007/978-3-319-96142-2_23,True,,https://openalex.org/W2797596189,On the Completeness of Verifying Message Passing Programs Under Bounded Asynchrony,2018.0,41.0,33.0,7.3304,False
10.1007/978-3-319-96142-2_25,True,,https://openalex.org/W2883286797,Formal Verification of a Vehicle-to-Vehicle (V2V) Messaging System,2018.0,13.0,8.0,3.5841,False
10.1007/978-3-319-96142-2_26,True,,https://openalex.org/W2884325678,Continuous Formal Verification of Amazon s2n,2018.0,52.0,18.0,7.8704,False
10.1007/978-3-319-96142-2_27,True,,https://openalex.org/W2883123122,Symbolic Liveness Analysis of Real-World Software,2018.0,5.0,49.0,1.6679,False
10.1007/978-3-319-96142-2_3,True,,https://openalex.org/W2775474291,The JKind Model Checker,2018.0,0.0,22.0,0.0,False
10.1007/978-3-319-96142-2_30,True,,https://openalex.org/W2884017946,Formally Verified Montgomery Multiplication,2018.0,6.0,14.0,0.4744,False
10.1007/978-3-319-96142-2_31,True,,https://openalex.org/W2884955533,Inner and Outer Approximating Flowpipes for Delay Differential Equations,2018.0,21.0,30.0,10.9597,False
10.1007/978-3-319-96142-2_4,True,,https://openalex.org/W2797615593,The DEEPSEC Prover,2018.0,14.0,25.0,3.6199,False
10.1007/978-3-319-96142-2_5,True,,https://openalex.org/W2884574904,SimpleCAR: An Efficient Bug-Finding Tool Based on Approximate Reachability,2018.0,17.0,20.0,2.4672,False
10.1007/978-3-319-96142-2_6,True,,https://openalex.org/W2883887424,StringFuzz: A Fuzzer for String Solvers,2018.0,53.0,9.0,12.7903,False
10.1007/978-3-319-96142-2_7,True,,https://openalex.org/W2796522192,Permission Inference for Array Programs,2018.0,1.0,43.0,0.2715,False
10.1007/978-3-319-96142-2_9,True,,https://openalex.org/W2884604380,Automata vs Linear-Programming Discounted-Sum Inclusion,2018.0,7.0,21.0,1.9737,False
10.1007/978-3-319-96145-3_10,True,,https://openalex.org/W2803369237,JBMC: A Bounded Model Checking Tool for Verifying Java Bytecode,2018.0,69.0,14.0,10.8555,False
10.1007/978-3-319-96145-3_12,True,,https://openalex.org/W2884243532,Fast Numerical Program Analysis with Reinforcement Learning,2018.0,24.0,27.0,9.0119,False
10.1007/978-3-319-96145-3_16,True,,https://openalex.org/W2882990014,Synthesizing Reactive Systems from Hyperproperties,2018.0,31.0,23.0,6.2444,False
10.1007/978-3-319-96145-3_18,True,,https://openalex.org/W2797085787,Constraint-Based Synthesis of Coupling Proofs,2018.0,5.0,36.0,0.4934,False
10.1007/978-3-319-96145-3_19,True,,https://openalex.org/W2883239200,Controller Synthesis Made Real: Reach-Avoid Specifications and Linear Dynamics,2018.0,38.0,42.0,8.3883,False
10.1007/978-3-319-96145-3_2,True,,https://openalex.org/W2883282789,From Programs to Interpretable Deep Models and Back,2018.0,11.0,13.0,2.6463,False
10.1007/978-3-319-96145-3_20,True,,https://openalex.org/W2883665545,Synthesis of Asynchronous Reactive Programs from Temporal Specifications,2018.0,9.0,36.0,2.9606,False
10.1007/978-3-319-96145-3_21,True,,https://openalex.org/W2884889320,Syntax-Guided Synthesis with Quantitative Syntactic Objectives,2018.0,23.0,24.0,4.7742,False
10.1007/978-3-319-96145-3_24,True,,https://openalex.org/W2883974304,Reachable Set Over-Approximation for Nonlinear Systems Using Piecewise Barrier Tubes,2018.0,12.0,41.0,5.7479,False
10.1007/978-3-319-96145-3_27,True,,https://openalex.org/W2884771291,Monitoring CTMCs by Multi-clock Timed Automata,2018.0,5.0,34.0,0.9869,False
10.1007/978-3-319-96145-3_28,True,,https://openalex.org/W2884909450,Start Pruning When Time Gets Urgent: Partial Order Reduction for Timed Systems,2018.0,13.0,40.0,2.9638,False
10.1007/978-3-319-96145-3_29,True,,https://openalex.org/W2797651859,A Counting Semantics for Monitoring LTL Specifications over Finite Traces,2018.0,1.0,19.0,0.4934,False
10.1007/978-3-319-96145-3_30,True,,https://openalex.org/W2884525686,Rabinizer 4: From LTL to Your Favourite Deterministic Automaton,2018.0,43.0,55.0,14.3095,False
10.1007/978-3-319-96145-3_31,True,,https://openalex.org/W2883465722,Strix: Explicit Reactive Synthesis Strikes Back!,2018.0,100.0,30.0,20.7241,False
10.1007/978-3-319-96145-3_33,True,,https://openalex.org/W2883459807,Nagini: A Static Verifier for Python,2018.0,40.0,21.0,8.3883,False
10.1007/978-3-319-96145-3_34,True,,https://openalex.org/W2883472767,Peregrine: A Tool for the Analysis of Population Protocols,2018.0,11.0,20.0,4.3334,False
10.1007/978-3-319-96145-3_35,True,,https://openalex.org/W2884578439,ADAC: Automated Design of Approximate Circuits,2018.0,10.0,25.0,4.6136,False
10.1007/978-3-319-96145-3_39,True,,https://openalex.org/W2883844381,Deciding Probabilistic Bisimilarity Distance One for Labelled Markov Chains,2018.0,6.0,32.0,1.344,False
10.1007/978-3-319-96145-3_9,True,,https://openalex.org/W2884840976,Exploiting Synchrony and Symmetry in Relational Verification,2018.0,25.0,34.0,4.344,False
10.1007/978-94-007-0008-6_3,True,,https://openalex.org/W4232668672,Probabilistic Argumentation,2010.0,7.0,13.0,0.2832,False
10.1016/j.entcs.2020.02.007,True,,https://openalex.org/W2751714750,Populational Announcement Logic (PPAL),2020.0,0.0,17.0,0.0,False
10.1016/j.tcs.2019.07.003,True,,https://openalex.org/W2784921327,Type-two polynomial-time and restricted lookahead,2019.0,2.0,52.0,0.4,False
10.1017/s1471068420000095,True,,https://openalex.org/W2898772359,Omission-Based Abstraction for Answer Set Programs,2020.0,8.0,62.0,0.6795,False
10.1017/s147106842400022x,True,,https://openalex.org/W4406400491,A Reliable Common-Sense Reasoning Socialbot Built Using LLMs and Goal-Directed ASP,2024.0,1.0,0.0,0.3311,False
10.1017/s1471068424000322,True,,https://openalex.org/W4406400595,A Neurosymbolic Framework for Bias Correction in Convolutional Neural Networks,2024.0,2.0,0.0,0.6623,False
10.1038/scientificamerican0398-20b,True,,https://openalex.org/W4229584150,Unsound Reasoning,1998.0,0.0,0.0,0.0,False
10.1109/cavs.2019.8887759,True,,https://openalex.org/W2952347771,Spatio-Temporal Dynamics of Cellular V2X Communication in Dense Vehicular Networks,2019.0,9.0,23.0,0.9683,False
10.1109/cavs.2019.8887763,True,,https://openalex.org/W2982651920,Alternative Intersection Designs with Connected and Automated Vehicle,2019.0,9.0,22.0,1.3305,False
10.1109/cavs.2019.8887764,True,,https://openalex.org/W2982496908,Meta-Deep Q-Learning for Eco-Routing,2019.0,8.0,32.0,0.3783,False
10.1109/cavs.2019.8887768,True,,https://openalex.org/W2964238955,Correct-by-Construction Advanced Driver Assistance Systems Based on a Cognitive Architecture,2019.0,5.0,33.0,0.1996,False
10.1109/cavs.2019.8887774,True,,https://openalex.org/W2982597264,Experimental Analysis of DSRC for Radio Signaling at Grade Crossings,2019.0,3.0,13.0,0.3577,False
10.1109/cavs.2019.8887778,True,,https://openalex.org/W2954910325,Location Anomalies Detection for Connected and Autonomous Vehicles,2019.0,1.0,20.0,0.0,False
10.1109/cavs.2019.8887781,True,,https://openalex.org/W2982664025,Latency Analysis of LTE Networks for Vehicular Communications Based on Experiments and Computer Simulation,2019.0,1.0,7.0,0.1192,False
10.1109/cavs.2019.8887782,True,,https://openalex.org/W2982503554,On Calendar-Based Scheduling for User-Friendly Charging of Plug-In Electric Vehicles,2019.0,7.0,19.0,0.4769,False
10.1109/cavs.2019.8887783,True,,https://openalex.org/W2982492323,A Probabilistic Framework for Trajectory Prediction in Traffic Utilizing Driver Characterization,2019.0,4.0,12.0,0.3783,False
10.1109/cavs.2019.8887784,True,,https://openalex.org/W2982300163,Clustering Strategies of Cooperative Adaptive Cruise Control: Impacts on Human-Driven Vehicles,2019.0,5.0,39.0,0.3326,False
10.1109/cavs.2019.8887787,True,,https://openalex.org/W2982480046,Coordinating AV Dispatch with Smart Remote Parking,2019.0,2.0,10.0,0.317,False
10.1109/cavs.2019.8887788,True,,https://openalex.org/W2982516959,Towards Bridging the Gap between Modern and Legacy Automotive ECUs: A Software-Based Security Framework for Legacy ECUs,2019.0,13.0,33.0,0.4843,False
10.1109/cavs.2019.8887791,True,,https://openalex.org/W2963065253,Investigating Value of Information in Future Vehicular Communications,2019.0,2.0,17.0,0.3706,False
10.1109/cavs.2019.8887792,True,,https://openalex.org/W2963938273,Path Loss Models for V2V mmWave Communication: Performance Evaluation and Open Challenges,2019.0,4.0,15.0,0.2412,False
10.1109/cavs.2019.8887793,True,,https://openalex.org/W2982693694,Modeling V2X Communications across Multiple Road Levels,2019.0,4.0,21.0,0.2422,False
10.1109/cavs.2019.8887797,True,,https://openalex.org/W2944821437,Real-Time Hardware-In-the-Loop Emulation Framework for DSRC-Based Connected Vehicle Applications,2019.0,8.0,18.0,0.8441,False
10.1109/cavs.2019.8887800,True,,https://openalex.org/W2982704109,Safety Planning Using Control Barrier Function: A Model Predictive Control Scheme,2019.0,11.0,16.0,0.5042,False
10.1109/cavs.2019.8887811,True,,https://openalex.org/W2982598208,Geometrical Modeling of Non-Stationary Polarimetric Vehicular Radio Channels,2019.0,4.0,16.0,0.242,False
10.1109/cavs.2019.8887827,True,,https://openalex.org/W2982432300,Analysis of the Effects of Communication Trust and Delay on Consensus of Multi-Agent Systems,2019.0,2.0,9.0,0.1768,False
10.1109/cavs.2019.8887832,True,,https://openalex.org/W2982702536,Cooperative Perception in Connected Vehicle Traffic under Field-of-View and Participation Variations,2019.0,6.0,33.0,0.9979,False
10.1109/cavs.2019.8887834,True,,https://openalex.org/W2963088949,VRLS: A Unified Reinforcement Learning Scheduler for Vehicle-to-Vehicle Communications,2019.0,0.0,10.0,0.0,False
10.1109/cavs.2019.8887840,True,,https://openalex.org/W2982397286,C-V2X Assisted mmWave V2V Scheduling,2019.0,17.0,8.0,0.484,False
10.1109/cavs.2019.8887848,True,,https://openalex.org/W2982668155,Path Loss Analysis and Modeling for Vehicle-to-Vehicle Communications in Convoys in Safety-Related Scenarios,2019.0,7.0,20.0,0.4769,False
10.1109/cavs51000.2020.9334558,True,,https://openalex.org/W3126791619,Cooperative Multi-Modal Localization in Connected and Autonomous Vehicles,2020.0,17.0,14.0,1.2445,False
10.1109/cavs51000.2020.9334559,True,,https://openalex.org/W3126970084,A Context Aware and Traffic Adaptive Privacy Scheme in VANETs,2020.0,7.0,24.0,0.411,False
10.1109/cavs51000.2020.9334562,True,,https://openalex.org/W3129131141,Machine Learning Techniques for Vehicle Matching with Non-Overlapping Visual Features,2020.0,6.0,27.0,0.5887,False
10.1109/cavs51000.2020.9334578,True,,https://openalex.org/W3129061113,Evaluation of Sensor Tolerances and Inevitability for Pre-Crash Safety Systems in Real Case Scenarios,2020.0,4.0,19.0,0.4026,False
10.1109/cavs51000.2020.9334579,True,,https://openalex.org/W3128333663,Cooperative Road Geometry Estimation via Sharing Processed Camera Data,2020.0,2.0,12.0,0.1007,False
10.1109/cavs51000.2020.9334587,True,,https://openalex.org/W3128134022,Validation and testing of the decentralized architecture for the occupancy grid filtering pipeline,2020.0,0.0,29.0,0.0,False
10.1109/cavs51000.2020.9334596,True,,https://openalex.org/W3129059695,Multi-Vehicle Coordination and Real-time Control of Connected and Automated Vehicles at Roundabouts,2020.0,3.0,18.0,0.4413,False
10.1109/cavs51000.2020.9334597,True,,https://openalex.org/W3097465396,Interaction-aware risk assessment: focus on the lateral intention,2020.0,6.0,30.0,0.5089,False
10.1109/cavs51000.2020.9334598,True,,https://openalex.org/W3127906584,Vehicle maneuver-based long-term trajectory prediction at intersection crossings,2020.0,8.0,16.0,0.7046,False
10.1109/cavs51000.2020.9334599,True,,https://openalex.org/W3038904154,Formalizing Traffic Rules for Machine Interpretability,2020.0,41.0,16.0,1.7275,False
10.1109/cavs51000.2020.9334603,True,,https://openalex.org/W3129105764,A Methodology to Determine Test Scenarios for Sensor Constellation Evaluations,2020.0,4.0,9.0,0.3019,False
10.1109/cavs51000.2020.9334605,True,,https://openalex.org/W3128584705,Performance Analysis of Cellular-V2X with Adaptive &amp; Selective Power Control,2020.0,20.0,25.0,1.4519,False
10.1109/cavs51000.2020.9334618,True,,https://openalex.org/W3093522948,Bandwidth-Adaptive Feature Sharing for Cooperative LIDAR Object Detection,2020.0,0.0,18.0,0.0,False
10.1109/cavs51000.2020.9334621,True,,https://openalex.org/W3126234449,Look-ahead Horizon based Energy Optimization for Connected Hybrid Electric Vehicles,2020.0,1.0,12.0,0.1007,False
10.1109/cavs51000.2020.9334622,True,,https://openalex.org/W3126238169,Pose-graph based Crowdsourced Mapping Framework,2020.0,8.0,22.0,0.3531,False
10.1109/cavs51000.2020.9334630,True,,https://openalex.org/W3128521232,Simulation Framework for Platooning based on Gazebo and SUMO,2020.0,2.0,33.0,0.2942,False
10.1109/cavs51000.2020.9334636,True,,https://openalex.org/W3126264610,A Probabilistic Model for Visual Driver Gaze Approximation from Head Pose Estimation,2020.0,10.0,27.0,0.816,False
10.1109/cavs51000.2020.9334640,True,,https://openalex.org/W3127217795,Utility of Traffic Information in Dynamic Routing: Is Sharing Information Always Useful?,2020.0,2.0,13.0,0.0,False
10.1109/cavs51000.2020.9334646,True,,https://openalex.org/W3126412791,Evaluation of Measurement Space Representations of Deep Multi-Modal Object Detection for Extended Object Tracking in Autonomous Driving,2020.0,5.0,17.0,0.4026,False
10.1109/cavs51000.2020.9334649,True,,https://openalex.org/W3126572132,Platoon String Stability: A Passivity Perspective,2020.0,3.0,18.0,0.2942,False
10.1109/cavs51000.2020.9334650,True,,https://openalex.org/W3087531718,A Data-Driven Minimal Approach for CAN Bus Reverse Engineering,2020.0,13.0,8.0,1.0646,False
10.1109/cavs51000.2020.9334658,True,,https://openalex.org/W3128911570,A MEC-assisted Vehicle Platooning Control through Docker Containers,2020.0,9.0,18.0,0.6165,False
10.1109/cavs51000.2020.9334661,True,,https://openalex.org/W3126541278,Collaborative Collision Avoidance for CAVs in Unpredictable Scenarios,2020.0,4.0,13.0,0.3908,False
10.1109/cavs51000.2020.9334665,True,,https://openalex.org/W3029792616,A Maneuver-based Urban Driving Dataset and Model for Cooperative Vehicle Applications,2020.0,6.0,16.0,0.6109,False
10.1109/cavs51000.2020.9334669,True,,https://openalex.org/W3127618031,Prototyping EcoCAR Connected Vehicle Testing System Using DigiCAV Development Platform,2020.0,2.0,14.0,0.2942,False
10.1109/cavs51000.2020.9334670,True,,https://openalex.org/W3127290180,Hybrid Model Based Pre-Crash Severity Estimation for Automated Driving,2020.0,2.0,23.0,0.0,False
10.1109/cavs51000.2020.9334679,True,,https://openalex.org/W3127484806,CORR: Collaborative On-Road Reputation,2020.0,4.0,14.0,0.411,False
10.1109/cavs51000.2020.9334683,True,,https://openalex.org/W3128314987,Sequence Prediction-based Proactive Caching in Vehicular Content Networks,2020.0,14.0,14.0,2.0043,False
10.1109/cavs51000.2020.9334684,True,,https://openalex.org/W3128117726,Location Information Verification in Future Vehicular Networks,2020.0,3.0,32.0,0.2055,False
10.1109/icacsis51025.2020.9263160,True,,https://openalex.org/W3097308036,Actual Causality in Contextual Abduction,2020.0,0.0,24.0,0.0,False
10.1109/icra57147.2024.10610800,True,,https://openalex.org/W4401416695,When Prolog Meets Generative Models: a New Approach for Managing Knowledge and Planning in Robotic Applications,2024.0,2.0,26.0,0.7088,False
10.1109/lics.2017.8005058,True,,https://openalex.org/W2743625806,LICS 2017 foreword,2017.0,0.0,0.0,0.0,False
10.1109/lics.2017.8005061,True,,https://openalex.org/W4241548587,Logic and regular cost functions,2017.0,1.0,49.0,0.2271,False
10.1109/lics.2017.8005062,True,,https://openalex.org/W4246964860,Symbolic execution and probabilistic reasoning,2017.0,0.0,0.0,0.0,False
10.1109/lics.2017.8005063,True,,https://openalex.org/W2790951394,Algorithms for some infinite-state MDPs and stochastic games,2017.0,0.0,0.0,0.0,False
10.1109/lics.2017.8005064,True,,https://openalex.org/W4235052724,Quantitative semantics of the lambda calculus: Some generalisations of the relational model,2017.0,14.0,77.0,0.5851,False
10.1109/lics.2017.8005065,True,,https://openalex.org/W2950259592,Linear combinations of unordered data vectors,2017.0,10.0,46.0,0.59185335,False
10.1109/lics.2017.8005066,True,,https://openalex.org/W2742607615,An interpretation of system F through bar recursion,2017.0,2.0,19.0,0.45835928,False
10.1109/lics.2017.8005067,True,,https://openalex.org/W2738940941,On the extension of computable real functions,2017.0,0.0,16.0,0.0,False
10.1109/lics.2017.8005068,True,,https://openalex.org/W4235482987,Logics for continuous reachability in Petri nets and vector addition systems with states,2017.0,15.0,27.0,0.2271,False
10.1109/lics.2017.8005069,True,,https://openalex.org/W2743687969,Foundation for a series of efficient simulation algorithms,2017.0,10.0,20.0,0.9428,False
10.1109/lics.2017.8005071,True,,https://openalex.org/W4239300366,Foundational nonuniform (Co)datatypes for higher-order logic,2017.0,7.0,38.0,0.8768,False
10.1109/lics.2017.8005072,True,,https://openalex.org/W4232321989,Common knowledge and multi-scale locality analysis in Cayley structures,2017.0,0.0,13.0,0.0,False
10.1109/lics.2017.8005073,True,,https://openalex.org/W4251307572,"Herbrand property, finite quasi-Herbrand models, and a Chandra-Merlin theorem for quantified conjunctive queries",2017.0,1.0,33.0,0.195,False
10.1109/lics.2017.8005074,True,,https://openalex.org/W4233380913,"Bar induction: The good, the bad, and the ugly",2017.0,9.0,74.0,1.2472,False
10.1109/lics.2017.8005075,True,,https://openalex.org/W4241592569,Constructive completeness for the linear-time μ-calculus,2017.0,12.0,10.0,0.7801,False
10.1109/lics.2017.8005077,True,,https://openalex.org/W4231853601,Higher-order parity automata,2017.0,4.0,31.0,0.4542,False
10.1109/lics.2017.8005078,True,,https://openalex.org/W3099918261,Large scale geometries of infinite strings,2017.0,1.0,12.0,0.4283,False
10.1109/lics.2017.8005080,True,,https://openalex.org/W2951908009,Learning first-order definable concepts over structures of small degree,2017.0,10.0,38.0,1.8334371,False
10.1109/lics.2017.8005081,True,,https://openalex.org/W4236447024,Descriptive complexity of linear equation systems and applications to propositional proof complexity,2017.0,5.0,40.0,0.6813,False
10.1109/lics.2017.8005082,True,,https://openalex.org/W4234274921,Definability of summation problems for Abelian groups and semigroups,2017.0,5.0,30.0,0.2271,False
10.1109/lics.2017.8005083,True,,https://openalex.org/W4230386512,Timed pushdown automata and branching vector addition systems,2017.0,4.0,24.0,0.4741,False
10.1109/lics.2017.8005084,True,,https://openalex.org/W2284580331,Fibred fibration categories,2017.0,4.0,37.0,1.1341,False
10.1109/lics.2017.8005085,True,,https://openalex.org/W2404691361,The logic of counting query answers,2017.0,3.0,31.0,0.3731,False
10.1109/lics.2017.8005086,True,,https://openalex.org/W2949905085,Enumeration reducibility in closure spaces with applications to logic and algebra,2017.0,4.0,39.0,0.0,False
10.1109/lics.2017.8005088,True,,https://openalex.org/W4232563889,Cut-free completeness for modal mu-calculus,2017.0,32.0,27.0,1.9502,False
10.1109/lics.2017.8005090,True,,https://openalex.org/W4230458283,Computing quantiles in Markov chains with multi-dimensional costs,2017.0,2.0,43.0,0.2271,False
10.1109/lics.2017.8005091,True,,https://openalex.org/W4236742574,Riesz Modal logic for Markov processes,2017.0,5.0,25.0,1.1837067,False
10.1109/lics.2017.8005092,True,,https://openalex.org/W2950091953,Succinct progress measures for solving parity games,2017.0,54.0,30.0,7.3463,False
