doi_norm,openalex_found,openalex_error,openalex_id,openalex_title,openalex_year,cited_by_count,referenced_works_count,fwci,is_retracted
10.1007/978-1-4757-3452-2_14,True,,https://openalex.org/W4247588691,Syllogistic Tableaux,2001.0,0.0,0.0,0.0,False
10.1007/978-3-030-20528-7_1,True,,https://openalex.org/W2946766242,Train Scheduling with Hybrid ASP,2019.0,32.0,15.0,7.7335,False
10.1007/978-3-030-20528-7_11,True,,https://openalex.org/W2915453592,Founded World Views with Autoepistemic Equilibrium Logic,2019.0,14.0,28.0,3.3052,False
10.1007/978-3-030-20528-7_13,True,,https://openalex.org/W2945669152,"A Sequent-Type Calculus for Three-Valued Default Logic, Or: Tweety Meets Quartum Non Datur",2019.0,1.0,34.0,0.2754,False
10.1007/978-3-030-20528-7_15,True,,https://openalex.org/W2944853547,Repair-Based Degrees of Database Inconsistency,2019.0,18.0,36.0,3.5805,False
10.1007/978-3-030-20528-7_2,True,,https://openalex.org/W2946419582,Telco Network Inventory Validation with NoHR,2019.0,3.0,21.0,1.3649,False
10.1007/978-3-030-20528-7_20,True,,https://openalex.org/W2945261847,Verifying Strong Equivalence of Programs in the Input Language of gringo,2019.0,20.0,11.0,2.7542,False
10.1007/978-3-030-20528-7_21,True,,https://openalex.org/W2945270526,The Return of xorro,2019.0,5.0,23.0,1.1017,False
10.1007/978-3-030-20528-7_22,True,,https://openalex.org/W3125507995,Degrees of Laziness in Grounding,2019.0,3.0,30.0,0.8263,False
10.1007/978-3-030-20528-7_25,True,,https://openalex.org/W2945315430,Declarative Local Search for Predicate Logic,2019.0,2.0,12.0,0.2756,False
10.1007/978-3-030-20528-7_3,True,,https://openalex.org/W2943538292,An ASP-Based Framework for the Manipulation of Articulated Objects Using Dual-Arm Robots,2019.0,3.0,34.0,0.8263,False
10.1007/978-3-030-20528-7_4,True,,https://openalex.org/W2945038147,C-ASP: Continuous ASP-Based Reasoning over RDF Streams,2019.0,7.0,9.0,0.8263,False
10.1007/978-3-030-20528-7_5,True,,https://openalex.org/W2945125502,Internet Routing and Non-monotonic Reasoning,2019.0,1.0,7.0,0.0,False
10.1007/978-3-030-20528-7_6,True,,https://openalex.org/W2946437219,Assessing Arguments with Schemes and Fallacies,2019.0,1.0,31.0,0.0,False
10.1007/978-3-030-20528-7_8,True,,https://openalex.org/W2945085690,Argumentation-Based Explanations for Answer Sets Using ADF,2019.0,4.0,16.0,0.8263,False
10.1007/978-3-030-20528-7_9,True,,https://openalex.org/W2924142368,Treewidth and Counting Projected Answer Sets,2019.0,18.0,23.0,3.8588,False
10.1007/978-3-030-25540-4_10,True,,https://openalex.org/W2913967299,Security-Aware Synthesis Using Delayed-Action Games,2019.0,0.0,33.0,0.0,False
10.1007/978-3-030-25540-4_11,True,,https://openalex.org/W2962297646,Automated Hypersafety Verification,2019.0,40.0,36.0,4.7287,False
10.1007/978-3-030-25540-4_12,True,,https://openalex.org/W2966157352,Automated Synthesis of Secure Platform Mappings,2019.0,6.0,46.0,0.5508,False
10.1007/978-3-030-25540-4_13,True,,https://openalex.org/W2961049340,Synthesizing Approximate Implementations for Unrealizable Specifications,2019.0,3.0,16.0,1.4673,False
10.1007/978-3-030-25540-4_14,True,,https://openalex.org/W2960656136,Quantified Invariants via Syntax-Guided Synthesis,2019.0,56.0,44.0,17.1143,False
10.1007/978-3-030-25540-4_16,True,,https://openalex.org/W2958210738,Membership-Based Synthesis of Linear Hybrid Automata,2019.0,20.0,23.0,7.8263,False
10.1007/978-3-030-25540-4_19,True,,https://openalex.org/W2956182160,BMC for Weak Memory Models: Relation Analysis for Compact SMT Encodings,2019.0,51.0,29.0,10.2697,False
10.1007/978-3-030-25540-4_21,True,,https://openalex.org/W2958068121,Extending nuXmv with Timed Transition Systems and Timed Temporal Properties,2019.0,28.0,27.0,7.8245,False
10.1007/978-3-030-25540-4_22,True,,https://openalex.org/W2959059456,Cerberus-BMC: A Principled Reference Semantics and Exploration Tool for Concurrent and Sequential C,2019.0,10.0,34.0,3.4698,False
10.1007/978-3-030-25540-4_23,True,,https://openalex.org/W2956449613,Multi-armed Bandits for Boolean Connectives in Hybrid System Falsification,2019.0,30.0,44.0,5.5085,False
10.1007/978-3-030-25540-4_24,True,,https://openalex.org/W2961558634,StreamLAB: Stream-based Monitoring of Cyber-Physical Systems,2019.0,77.0,23.0,23.4788,False
10.1007/978-3-030-25540-4_25,True,,https://openalex.org/W2965660219,VerifAI: A Toolkit for the Formal Design and Analysis of Artificial Intelligence-Based Systems,2019.0,189.0,24.0,26.7186,False
10.1007/978-3-030-25540-4_26,True,,https://openalex.org/W2957311447,The Marabou Framework for Verification and Analysis of Deep Neural Networks,2019.0,475.0,22.0,59.5005,False
10.1007/978-3-030-25540-4_27,True,,https://openalex.org/W2959774828,Probabilistic Bisimulation for Parameterized Systems,2019.0,11.0,56.0,2.9345,False
10.1007/978-3-030-25540-4_29,True,,https://openalex.org/W2943876157,PAC Statistical Model Checking for Markov Decision Processes and Stochastic Games,2019.0,50.0,80.0,12.7162,False
10.1007/978-3-030-25540-4_3,True,,https://openalex.org/W2965049185,Fast Algorithms for Handling Diagonal Constraints in Timed Automata,2019.0,12.0,33.0,3.9131,False
10.1007/978-3-030-25540-4_30,True,,https://openalex.org/W2957290330,Symbolic Monitoring Against Specifications Parametric in Time and Data,2019.0,9.0,40.0,3.1844,False
10.1007/978-3-030-25540-4_31,True,,https://openalex.org/W2965187938,STAMINA: STochastic Approximate Model-Checker for INfinite-State Analysis,2019.0,15.0,24.0,4.8898,False
10.1007/978-3-030-25540-4_33,True,,https://openalex.org/W2959401911,Robust Controller Synthesis in Timed Büchi Automata: A Symbolic Approach,2019.0,3.0,32.0,0.9782,False
10.1007/978-3-030-25540-4_34,True,,https://openalex.org/W2946709761,Flexible Computational Pipelines for Robust Abstraction-Based Control Synthesis,2019.0,0.0,24.0,0.0,False
10.1007/978-3-030-25540-4_35,True,,https://openalex.org/W2947784983,Temporal Stream Logic: Synthesis Beyond the Bools,2019.0,30.0,54.0,5.3794,False
10.1007/978-3-030-25540-4_36,True,,https://openalex.org/W2962295100,Run-Time Optimization for Learned Controllers Through Quantitative Games,2019.0,36.0,49.0,12.7162,False
10.1007/978-3-030-25540-4_37,True,,https://openalex.org/W2960231273,Taming Delays in Dynamical Systems,2019.0,14.0,49.0,2.9175,False
10.1007/978-3-030-25540-4_4,True,,https://openalex.org/W2962398095,Safety and Co-safety Comparator Automata for Discounted-Sum Inclusion,2019.0,7.0,42.0,2.4454,False
10.1007/978-3-030-25540-4_5,True,,https://openalex.org/W2961481235,Clock Bound Repair for Timed Systems,2019.0,13.0,31.0,5.8684,False
10.1007/978-3-030-25540-4_6,True,,https://openalex.org/W2965154247,Verifying Asynchronous Interactions via Communicating Session Automata,2019.0,34.0,68.0,5.5087,False
10.1007/978-3-030-25540-4_7,True,,https://openalex.org/W3024763028,Verifying Hyperliveness,2019.0,63.0,34.0,8.5384,False
10.1007/978-3-030-25540-4_8,True,,https://openalex.org/W2952304644,Quantitative Mitigation of Timing Side Channels,2019.0,4.0,46.0,0.8263,False
10.1007/978-3-030-25543-5_10,True,,https://openalex.org/W2956766610,Icing: Supporting Fast-Math Style Optimizations in a Verified Compiler,2019.0,3.0,44.0,1.468,False
10.1007/978-3-030-25543-5_11,True,,https://openalex.org/W2900910637,Sound Approximation of Programs with Elementary Functions,2019.0,0.0,32.0,0.0,False
10.1007/978-3-030-25543-5_13,True,,https://openalex.org/W2957876159,SecCSL: Security Concurrent Separation Logic,2019.0,29.0,50.0,4.729,False
10.1007/978-3-030-25543-5_15,True,,https://openalex.org/W2945417309,Verification of Threshold-Based Distributed Algorithms by Decomposition to Decidable Logics,2019.0,28.0,48.0,7.7335,False
10.1007/978-3-030-25543-5_17,True,,https://openalex.org/W2945152208,Checking Robustness Against Snapshot Isolation,2019.0,4.0,22.0,0.9099,False
10.1007/978-3-030-25543-5_18,True,,https://openalex.org/W2957285558,Efficient Verification of Network Fault Tolerance via Counterexample-Guided Refinement,2019.0,16.0,24.0,7.2801,False
10.1007/978-3-030-25543-5_19,True,,https://openalex.org/W2959051731,On the Complexity of Checking Consistency for Replicated Data Types,2019.0,3.0,38.0,0.4549,False
10.1007/978-3-030-25543-5_2,True,,https://openalex.org/W2959755401,High-Level Abstractions for Simplifying Extended String Constraints in SMT,2019.0,15.0,24.0,3.2108,False
10.1007/978-3-030-25543-5_22,True,,https://openalex.org/W2960694955,Verifying Asynchronous Event-Driven Programs Using Partial Abstract Transformers,2019.0,6.0,35.0,1.9561,False
10.1007/978-3-030-25543-5_23,True,,https://openalex.org/W2945694234,Inferring Inductive Invariants from Phase Structures,2019.0,0.0,62.0,0.0,False
10.1007/978-3-030-25543-5_24,True,,https://openalex.org/W2944829419,Termination of Triangular Integer Loops is Decidable,2019.0,0.0,15.0,0.0,False
10.1007/978-3-030-25543-5_25,True,,https://openalex.org/W2957284992,AliveInLean: A Verified LLVM Peephole Optimization Verifier,2019.0,6.0,26.0,1.1017,False
10.1007/978-3-030-25543-5_26,True,,https://openalex.org/W2946388133,Automated Parameterized Verification of CRDTs,2019.0,0.0,24.0,0.0,False
10.1007/978-3-030-25543-5_28,True,,https://openalex.org/W2959777056,Integrating Formal Schedulability Analysis into a Verified OS Kernel,2019.0,15.0,35.0,4.898,False
10.1007/978-3-030-25543-5_29,True,,https://openalex.org/W2957647215,Rely-Guarantee Reasoning About Concurrent Memory Management in Zephyr RTOS,2019.0,11.0,24.0,1.928,False
10.1007/978-3-030-25543-5_3,True,,https://openalex.org/W2956811947,Alternating Automata Modulo First Order Theories,2019.0,2.0,23.0,0.0,False
10.1007/978-3-030-25543-5_30,True,,https://openalex.org/W2962175388,Violat: Generating Tests of Observational Refinement for Concurrent Objects,2019.0,7.0,52.0,1.0182,False
10.1007/978-3-030-25543-5_4,True,,https://openalex.org/W2959756750,Q3B: An Efficient BDD-based SMT Solver for Quantified Bit-Vectors,2019.0,8.0,21.0,1.9561,False
10.1007/978-3-030-25543-5_5,True,,https://openalex.org/W2956992268,cvc4sy: Smart and Fast Term Enumeration for Syntax-Guided Synthesis,2019.0,66.0,18.0,23.1318,False
10.1007/978-3-030-25543-5_6,True,,https://openalex.org/W2947778039,Incremental Determinization for Quantifier Elimination and Functional Synthesis,2019.0,13.0,39.0,4.1733,False
10.1007/978-3-030-25543-5_7,True,,https://openalex.org/W2956274457,Loop Summarization with Rational Vector Addition Systems,2019.0,26.0,25.0,8.6744,False
10.1007/978-3-030-25543-5_8,True,,https://openalex.org/W2958011253,Invertibility Conditions for Floating-Point Formulas,2019.0,6.0,30.0,1.9559,False
10.1007/978-3-030-25543-5_9,True,,https://openalex.org/W2962017367,Numerically-Robust Inductive Proof Rules for Continuous Dynamical Systems,2019.0,17.0,35.0,4.8903,False
10.1007/978-3-030-28423-7_1,True,,https://openalex.org/W2965778484,"Trust, Resilience and Interpretability of AI Models",2019.0,7.0,60.0,1.3782,False
10.1007/978-3-030-28423-7_3,True,,https://openalex.org/W2966679149,An Evaluation of Monte-Carlo Tree Search for Property Falsification on Hybrid Flight Control Laws,2019.0,8.0,19.0,2.9432,False
10.1007/978-3-030-28423-7_4,True,,https://openalex.org/W2964507993,Rigorous Continuous Evolution of Uncertain Systems,2019.0,1.0,22.0,0.6934,False
10.1007/978-3-030-28423-7_5,True,,https://openalex.org/W2964850970,Stochastic Local Search for Solving Floating-Point Constraints,2019.0,2.0,12.0,0.9098,False
10.1007/978-3-030-28423-7_6,True,,https://openalex.org/W2966554145,Evaluating Branching Heuristics in Interval Constraint Propagation for Satisfiability,2019.0,3.0,21.0,0.9098,False
10.1007/978-3-030-28423-7_7,True,,https://openalex.org/W2966088204,Approximate Probabilistic Relations for Compositional Abstractions of Stochastic Systems,2019.0,4.0,25.0,0.9811,False
10.1007/978-3-030-28423-7_8,True,,https://openalex.org/W2966260136,Polytopic Trees for Verification of Learning-Based Controllers,2019.0,1.0,35.0,0.2756,False
10.1007/978-3-030-28423-7_9,True,,https://openalex.org/W2964374341,Mutant Accuracy Testing for Assessing the Implementation of Numerical Algorithms,2019.0,0.0,15.0,0.0,False
10.1007/978-3-030-34621-8_8,True,,https://openalex.org/W2978345276,Sponges Resist Leakage: The Case of Authenticated Encryption,2019.0,6.0,18.0,0.8269,False
10.1007/978-3-030-37446-4_1,True,,https://openalex.org/W2996849206,A Practical Exercise on Re-engineering Clinical Guideline Models Using Different Representation Languages,2019.0,1.0,14.0,1.5937,False
10.1007/978-3-030-37446-4_11,True,,https://openalex.org/W2998413740,A Computational Framework for Interpretable Anomaly Detection and Classification of Multivariate Time Series with Application to Human Gait Data Analysis,2019.0,16.0,36.0,3.5708,False
10.1007/978-3-030-37446-4_12,True,,https://openalex.org/W2996950813,Self-organizing Maps Using Acoustic Features for Prediction of State Change in Bipolar Disorder,2019.0,12.0,21.0,5.0044,False
10.1007/978-3-030-37446-4_13,True,,https://openalex.org/W2998090843,Explainable Machine Learning for Modeling of Early Postoperative Mortality in Lung Cancer,2019.0,5.0,15.0,0.8263,False
10.1007/978-3-030-37446-4_2,True,,https://openalex.org/W2998140609,A Method for Goal-Oriented Guideline Modeling in PROforma and Its Preliminary Evaluation,2019.0,4.0,8.0,1.9263,False
10.1007/978-3-030-37446-4_3,True,,https://openalex.org/W2998068652,Differential Diagnosis of Bacterial and Viral Meningitis Using Dominance-Based Rough Set Approach,2019.0,2.0,23.0,0.978,False
10.1007/978-3-030-37446-4_4,True,,https://openalex.org/W2998044238,Modelling ICU Patients to Improve Care Requirements and Outcome Prediction of Acute Respiratory Distress Syndrome: A Supervised Learning Approach,2019.0,2.0,21.0,2.0544,False
10.1007/978-3-030-37446-4_6,True,,https://openalex.org/W2997791542,Towards Understanding ICU Treatments Using Patient Health Trajectories,2019.0,0.0,34.0,0.0,False
10.1007/978-3-030-37446-4_7,True,,https://openalex.org/W2997978479,An Explainable Approach of Inferring Potential Medication Effects from Social Media Data,2019.0,1.0,14.0,0.0,False
10.1007/978-3-030-37446-4_8,True,,https://openalex.org/W2997268716,Exploring Antimicrobial Resistance Prediction Using Post-hoc Interpretable Methods,2019.0,4.0,30.0,0.5508,False
10.1007/978-3-030-37446-4_9,True,,https://openalex.org/W2996764908,Local vs. Global Interpretability of Machine Learning Models in Type 2 Diabetes Mellitus Screening,2019.0,32.0,33.0,5.2331,False
10.1007/978-3-030-53288-8_1,True,,https://openalex.org/W3015969399,NNV: The Neural Network Verification Tool for Deep Neural Networks and Learning-Enabled Cyber-Physical Systems,2020.0,30.0,65.0,7.6998,False
10.1007/978-3-030-53288-8_10,True,,https://openalex.org/W3042306937,Synthesis of Super-Optimized Smart Contracts Using Max-SMT,2020.0,29.0,19.0,7.8008,False
10.1007/978-3-030-53288-8_11,True,,https://openalex.org/W3022107419,Verification of Quantitative Hyperproperties Using Trace Enumeration Relations,2020.0,1.0,62.0,0.275,False
10.1007/978-3-030-53288-8_12,True,,https://openalex.org/W3021610183,Validation of Abstract Side-Channel Models for Computer Architectures,2020.0,2.0,39.0,0.275,False
10.1007/978-3-030-53288-8_13,True,,https://openalex.org/W3017394600,"Semantics, Specification, and Bounded Verification of Concurrent Libraries in Replicated Systems",2020.0,0.0,40.0,0.0,False
10.1007/978-3-030-53288-8_15,True,,https://openalex.org/W3043232031,Parameterized Verification of Systems with Global Synchronization and Guards,2020.0,11.0,65.0,4.8237,False
10.1007/978-3-030-53288-8_16,True,,https://openalex.org/W3042319093,Hampa: Solver-Aided Recency-Aware Replication,2020.0,6.0,65.0,1.7194,False
10.1007/978-3-030-53288-8_17,True,,https://openalex.org/W3043007004,Root Causing Linearizability Violations,2020.0,4.0,55.0,1.1463,False
10.1007/978-3-030-53288-8_18,True,,https://openalex.org/W3024549290,Symbolic Partial-Order Execution for Testing Multi-Threaded Programs,2020.0,12.0,43.0,3.3995,False
10.1007/978-3-030-53288-8_19,True,,https://openalex.org/W3035917248,fault: A Python Embedded Domain-Specific Language for Metaprogramming Portable Hardware Verification Components,2020.0,1.0,12.0,0.0,False
10.1007/978-3-030-53288-8_2,True,,https://openalex.org/W3015401978,Verification of Deep Convolutional Neural Networks Using ImageStars,2020.0,8.0,60.0,1.925,False
10.1007/978-3-030-53288-8_20,True,,https://openalex.org/W3046796804,Nonlinear Craig Interpolant Generation,2020.0,14.0,43.0,3.6188,False
10.1007/978-3-030-53288-8_22,True,,https://openalex.org/W3043665946,"Tinted, Detached, and Lazy CNF-XOR Solving and Its Applications to Counting and Sampling",2020.0,97.0,25.0,56.4135,False
10.1007/978-3-030-53288-8_23,True,,https://openalex.org/W3043296681,Automated and Scalable Verification of Integer Multipliers,2020.0,28.0,33.0,13.5478,False
10.1007/978-3-030-53288-8_24,True,,https://openalex.org/W3042349892,Interpolation-Based Semantic Gate Extraction and Its Applications to QBF Preprocessing,2020.0,10.0,53.0,5.4266,False
10.1007/978-3-030-53288-8_25,True,,https://openalex.org/W3046404672,TarTar: A Timed Automata Repair Tool,2020.0,7.0,16.0,1.9403,False
10.1007/978-3-030-53288-8_26,True,,https://openalex.org/W3046601586,SAW: A Tool for Safety Analysis of Weakly-Hard Systems,2020.0,17.0,33.0,10.7184,False
10.1007/978-3-030-53288-8_27,True,,https://openalex.org/W3003250229,PIRK: Scalable Interval Reachability Analysis for High-Dimensional Nonlinear Systems,2020.0,2.0,34.0,1.2059,False
10.1007/978-3-030-53288-8_28,True,,https://openalex.org/W3043749166,AEON: Attractor Bifurcation Analysis of Parametrised Boolean Networks,2020.0,27.0,40.0,6.7097,False
10.1007/978-3-030-53288-8_29,True,,https://openalex.org/W3042952022,A Novel Approach for Solving the BMI Problem in Barrier Certificates Generation,2020.0,8.0,38.0,1.8094,False
10.1007/978-3-030-53288-8_30,True,,https://openalex.org/W3042780501,Reachability Analysis Using Message Passing over Tree Decompositions,2020.0,6.0,44.0,1.1001,False
10.1007/978-3-030-53288-8_32,True,,https://openalex.org/W3043024808,SeQuaiA: A Scalable Tool for Semi-Quantitative Analysis of Chemical Reaction Networks,2020.0,4.0,38.0,0.7894,False
10.1007/978-3-030-53288-8_4,True,,https://openalex.org/W3043655933,Improved Geometric Path Enumeration for Verifying ReLU Neural Networks,2020.0,81.0,30.0,14.2997,False
10.1007/978-3-030-53288-8_5,True,,https://openalex.org/W3043641198,Systematic Generation of Diverse Benchmarks for DNN Verification,2020.0,10.0,61.0,1.0999,False
10.1007/978-3-030-53288-8_6,True,,https://openalex.org/W3025668533,Formal Analysis and Redesign of a Neural Network-Based Aircraft Taxiing System with VerifAI,2020.0,3.0,17.0,0.825,False
10.1007/978-3-030-53291-8_1,True,,https://openalex.org/W3023360888,Automata Tutor v3,2020.0,15.0,7.0,3.4401,False
10.1007/978-3-030-53291-8_10,True,,https://openalex.org/W3043762393,MetaVal: Witness Validation via Verification,2020.0,30.0,43.0,8.2462,False
10.1007/978-3-030-53291-8_12,True,,https://openalex.org/W3043774277,Ivy: A Multi-modal Verification Tool for Distributed Algorithms,2020.0,45.0,31.0,15.074,False
10.1007/978-3-030-53291-8_13,True,,https://openalex.org/W3043523855,Reasoning over Permissions Regions in Concurrent Separation Logic,2020.0,8.0,41.0,1.65,False
10.1007/978-3-030-53291-8_14,True,,https://openalex.org/W3043626952,Local Reasoning About the Presence of Bugs: Incorrectness Separation Logic,2020.0,69.0,54.0,19.4258,False
10.1007/978-3-030-53291-8_15,True,,https://openalex.org/W3025937242,Maximum Causal Entropy Specification Inference from Demonstrations,2020.0,2.0,34.0,0.55,False
10.1007/978-3-030-53291-8_16,True,,https://openalex.org/W3042912077,Certifying Certainty and Uncertainty in Approximate Membership Query Structures,2020.0,9.0,44.0,2.2923,False
10.1007/978-3-030-53291-8_18,True,,https://openalex.org/W3043808265,Unbounded-Time Safety Verification of Stochastic Differential Dynamics,2020.0,10.0,46.0,5.7895,False
10.1007/978-3-030-53291-8_19,True,,https://openalex.org/W3042786446,Widest Paths and Global Propagation in Bounded Value Iteration for Stochastic Games,2020.0,9.0,21.0,2.4118,False
10.1007/978-3-030-53291-8_2,True,,https://openalex.org/W3042859643,Seminator 2 Can Complement Generalized Büchi Automata via Improved Semi-determinization,2020.0,10.0,34.0,4.2214,False
10.1007/978-3-030-53291-8_20,True,,https://openalex.org/W3021019922,Checking Qualitative Liveness Properties of Replicated Systems with Stochastic Scheduling,2020.0,0.0,69.0,0.0,False
10.1007/978-3-030-53291-8_21,True,,https://openalex.org/W3021943918,Stochastic Games with Lexicographic Reachability-Safety Objectives,2020.0,1.0,50.0,0.603,False
10.1007/978-3-030-53291-8_23,True,,https://openalex.org/W3042752254,STMC: Statistical Model Checker with Stratified and Antithetic Sampling,2020.0,0.0,29.0,0.0,False
10.1007/978-3-030-53291-8_25,True,,https://openalex.org/W3042980517,"PRISM-games 3.0: Stochastic Game Verification with Concurrency, Equilibria and Time",2020.0,64.0,33.0,25.9346,False
10.1007/978-3-030-53291-8_27,True,,https://openalex.org/W3023167533,PrIC3: Property Directed Reachability for MDPs,2020.0,0.0,59.0,0.0,False
10.1007/978-3-030-53291-8_29,True,,https://openalex.org/W3042778520,Synthesizing JIT Compilers for In-Kernel DSLs,2020.0,24.0,41.0,4.1249,False
10.1007/978-3-030-53291-8_3,True,,https://openalex.org/W3016768049,RTLola Cleared for Take-Off: Monitoring Autonomous Aircraft,2020.0,3.0,23.0,1.2059,False
10.1007/978-3-030-53291-8_30,True,,https://openalex.org/W3043557120,Program Synthesis Using Deduction-Guided Reinforcement Learning,2020.0,30.0,67.0,8.2597,False
10.1007/978-3-030-53291-8_31,True,,https://openalex.org/W3024623690,Manthan: A Data-Driven Approach for Boolean Function Synthesis,2020.0,2.0,48.0,0.4589,False
10.1007/978-3-030-53291-8_32,True,,https://openalex.org/W2981812091,Decidable Synthesis of Programs with Uninterpreted Functions,2020.0,7.0,51.0,1.6499,False
10.1007/978-3-030-53291-8_33,True,,https://openalex.org/W3042730451,Must Fault Localization for Program Repair,2020.0,14.0,50.0,3.8806,False
10.1007/978-3-030-53291-8_5,True,,https://openalex.org/W3043546341,AdamMC: A Model Checker for Petri Nets with Transits against Flow-LTL,2020.0,16.0,30.0,9.1701,False
10.1007/978-3-030-53291-8_6,True,,https://openalex.org/W3042976276,"Action-Based Model Checking: Logic, Automata, and Reduction",2020.0,4.0,36.0,1.8089,False
10.1007/978-3-030-53291-8_8,True,,https://openalex.org/W3019524286,Towards Model Checking Real-World Software-Defined Networks,2020.0,1.0,41.0,0.5731,False
10.1007/978-3-030-53291-8_9,True,,https://openalex.org/W3042261571,Code2Inv: A Deep Learning Framework for Program Verification,2020.0,36.0,42.0,2.7499,False
10.1007/978-3-030-81685-8_10,True,,https://openalex.org/W3169913694,Scalable Polyhedral Verification of Recurrent Neural Networks,2021.0,4.0,52.0,1.0759,False
10.1007/978-3-030-81685-8_11,True,,https://openalex.org/W3184441520,Verisig 2.0: Verification of Neural Network Controllers Using Taylor Model Preconditioning,2021.0,56.0,32.0,15.7951,False
10.1007/978-3-030-81685-8_12,True,,https://openalex.org/W3186627997,Robustness Verification of Semantic Segmentation Neural Networks Using Relaxed Reachability,2021.0,37.0,39.0,10.0531,False
10.1007/978-3-030-81685-8_13,True,,https://openalex.org/W3153937568,PEREGRiNN: Penalized-Relaxation Greedy Neural Network Verifier,2021.0,3.0,38.0,1.0769,False
10.1007/978-3-030-81685-8_16,True,,https://openalex.org/W3163037750,Stateless Model Checking Under a Reads-Value-From Equivalence,2021.0,0.0,38.0,0.0,False
10.1007/978-3-030-81685-8_18,True,,https://openalex.org/W3184791836,Delay-Bounded Scheduling Without Delay!,2021.0,1.0,26.0,0.5451,False
10.1007/978-3-030-81685-8_19,True,,https://openalex.org/W3186710384,"Checking Data-Race Freedom of GPU Kernels, Compositionally",2021.0,16.0,43.0,6.6776,False
10.1007/978-3-030-81685-8_2,True,,https://openalex.org/W3186572156,Balancing Automation and Control for Formal Verification of Microprocessors,2021.0,5.0,30.0,1.5128,False
10.1007/978-3-030-81685-8_20,True,,https://openalex.org/W3186074728,GenMC: A Model Checker for Weak Memory Models,2021.0,44.0,43.0,21.5168,False
10.1007/978-3-030-81685-8_21,True,,https://openalex.org/W3185235159,Synthesizing Invariant Barrier Certificates via Difference-of-Convex Programming,2021.0,15.0,55.0,6.5423,False
10.1007/978-3-030-81685-8_22,True,,https://openalex.org/W3185438801,An Iterative Scheme of Safe Reinforcement Learning for Nonlinear Systems via Barrier Certificate Generation,2021.0,12.0,34.0,3.2314,False
10.1007/978-3-030-81685-8_24,True,,https://openalex.org/W3183793525,Computing Bottom SCCs Symbolically Using Transition Guided Reduction,2021.0,12.0,68.0,5.6267,False
10.1007/978-3-030-81685-8_25,True,,https://openalex.org/W3186194270,Implicit Semi-Algebraic Abstraction for Polynomial Dynamical Systems,2021.0,3.0,34.0,1.6354,False
10.1007/978-3-030-81685-8_26,True,,https://openalex.org/W3183267604,IMITATOR 3: Synthesis of Timing Parameters Beyond Decidability,2021.0,39.0,53.0,17.9914,False
10.1007/978-3-030-81685-8_27,True,,https://openalex.org/W3185891392,Formally Verified Switching Logic for Recoverability of Aircraft Controller,2021.0,1.0,44.0,0.359,False
10.1007/978-3-030-81685-8_29,True,,https://openalex.org/W3184919107,Effective Hybrid System Falsification Using Monte Carlo Tree Search Guided by QB-Robustness,2021.0,35.0,42.0,13.0834,False
10.1007/978-3-030-81685-8_30,True,,https://openalex.org/W3184529758,Fast Zone-Based Algorithms for Reachability in Pushdown Timed Automata,2021.0,7.0,31.0,3.2709,False
10.1007/978-3-030-81685-8_31,True,,https://openalex.org/W3174754599,Verified Cryptographic Code for Everybody,2021.0,7.0,15.0,2.7258,False
10.1007/978-3-030-81685-8_32,True,,https://openalex.org/W3187071876,"Not All Bugs Are Created Equal, But Robust Reachability Can Tell the Difference",2021.0,10.0,41.0,4.1576,False
10.1007/978-3-030-81685-8_33,True,,https://openalex.org/W3159133453,A Temporal Logic for Asynchronous Hyperproperties,2021.0,2.0,28.0,0.359,False
10.1007/978-3-030-81685-8_34,True,,https://openalex.org/W3184432289,Product Programs in the Wild: Retrofitting Program Verifiers to Check Information Flow Security,2021.0,6.0,51.0,1.4361,False
10.1007/978-3-030-81685-8_36,True,,https://openalex.org/W3184529109,Pre-deployment Security Assessment for Cloud Services Through Semantic Reasoning,2021.0,16.0,29.0,6.553,False
10.1007/978-3-030-81685-8_37,True,,https://openalex.org/W3186139944,Synthesis with Asymptotic Resource Bounds,2021.0,5.0,24.0,2.7257,False
10.1007/978-3-030-81685-8_38,True,,https://openalex.org/W3184758693,Program Sketching by Automatically Generating Mocks from Tests,2021.0,3.0,33.0,1.557,False
10.1007/978-3-030-81685-8_39,True,,https://openalex.org/W3185895498,Counterexample-Guided Partial Bounding for Recursive Function Synthesis,2021.0,13.0,38.0,5.0427,False
10.1007/978-3-030-81685-8_40,True,,https://openalex.org/W3185435504,PAYNT: A Tool for Inductive Synthesis of Probabilistic Programs,2021.0,18.0,46.0,6.5417,False
10.1007/978-3-030-81685-8_41,True,,https://openalex.org/W3184451432,Adapting Behaviors via Reactive Synthesis,2021.0,5.0,43.0,1.6354,False
10.1007/978-3-030-81685-8_5,True,,https://openalex.org/W3183258024,"Deductive Synthesis of Programs with Pointers: Techniques, Challenges, Opportunities",2021.0,5.0,118.0,1.6354,False
10.1007/978-3-030-81685-8_6,True,,https://openalex.org/W3165351503,DNNV: A Framework for Deep Neural Network Verification,2021.0,0.0,39.0,0.0,False
10.1007/978-3-030-81685-8_7,True,,https://openalex.org/W3169231649,Robustness Verification of Quantum Classifiers,2021.0,38.0,63.0,6.8217,False
10.1007/978-3-030-81685-8_8,True,,https://openalex.org/W3183549096,BDD4BNN: A BDD-Based Quantitative Analysis Framework for Binarized Neural Networks,2021.0,26.0,50.0,7.8989,False
